a(radian), a(degree) , Eruling, Ebend, Ebend
3.59459, 205.955 , 64.9049, 19560.4, 1
3.59559, 206.012 , 64.8939, 16496.1, 1
3.59659, 206.07 , 64.883, 16720.5, 1
3.59759, 206.127 , 64.872, 20412.7, 1
3.59859, 206.184 , 64.861, 30641.7, 1
3.59959, 206.241 , 64.8499, 60709, 1
3.60059, 206.299 , 64.8388, 205659, 1
3.60159, 206.356 , 64.8277, 1.35286e+07, 1
3.60259, 206.413 , 64.8166, 358835, 1
3.60359, 206.471 , 64.8054, 77968.1, 1
3.60459, 206.528 , 64.7942, 33698, 1
3.60559, 206.585 , 64.7829, 18956.9, 1
3.60659, 206.643 , 64.7717, 12267.7, 1
3.60759, 206.7 , 64.7604, 8657.24, 1
3.60859, 206.757 , 64.749, 6478.28, 1
3.60959, 206.814 , 64.7377, 5056.48, 1
3.61059, 206.872 , 64.7263, 4073.73, 1
3.61159, 206.929 , 64.7148, 3363.76, 1
3.61259, 206.986 , 64.7034, 2832.63, 1
3.61359, 207.044 , 64.6919, 2423.9, 1
3.61459, 207.101 , 64.6803, 2101.95, 1
3.61559, 207.158 , 64.6688, 1843.36, 1
3.61659, 207.215 , 64.6572, 1632.2, 1
3.61759, 207.273 , 64.6456, 1457.29, 1
3.61859, 207.33 , 64.6339, 1310.62, 1
3.61959, 207.387 , 64.6222, 1186.29, 1
3.62059, 207.445 , 64.6105, 1079.9, 1
3.62159, 207.502 , 64.5987, 988.072, 1
3.62259, 207.559 , 64.5869, 908.223, 1
3.62359, 207.617 , 64.5751, 838.316, 1
3.62459, 207.674 , 64.5633, 776.736, 1
3.62559, 207.731 , 64.5514, 722.189, 1
3.62659, 207.788 , 64.5395, 673.627, 1
3.62759, 207.846 , 64.5275, 630.192, 1
3.62859, 207.903 , 64.5155, 591.177, 1
3.62959, 207.96 , 64.5035, 555.994, 1
3.63059, 208.018 , 64.4914, 524.154, 1
3.63159, 208.075 , 64.4794, 495.24, 1
3.63259, 208.132 , 64.4672, 468.904, 1
3.63359, 208.19 , 64.4551, 444.845, 1
3.63459, 208.247 , 64.4429, 422.807, 1
3.63559, 208.304 , 64.4307, 402.57, 1
3.63659, 208.361 , 64.4184, 383.943, 1
3.63759, 208.419 , 64.4061, 366.76, 1
3.63859, 208.476 , 64.3938, 350.876, 1
3.63959, 208.533 , 64.3815, 336.166, 1
3.64059, 208.591 , 64.3691, 322.516, 1
3.64159, 208.648 , 64.3566, 309.83, 1
3.64259, 208.705 , 64.3442, 298.021, 1
3.64359, 208.762 , 64.3317, 287.01, 1
3.64459, 208.82 , 64.3192, 276.73, 1
3.64559, 208.877 , 64.3066, 267.12, 1
3.64659, 208.934 , 64.294, 258.123, 1
3.64759, 208.992 , 64.2814, 249.692, 1
3.64859, 209.049 , 64.2687, 241.782, 1
3.64959, 209.106 , 64.256, 234.354, 1
3.65059, 209.164 , 64.2433, 227.37, 1
3.65159, 209.221 , 64.2305, 220.799, 1
3.65259, 209.278 , 64.2177, 214.611, 1
3.65359, 209.335 , 64.2049, 208.779, 1
3.65459, 209.393 , 64.192, 203.279, 1
3.65559, 209.45 , 64.1791, 198.088, 1
3.65659, 209.507 , 64.1662, 193.186, 1
3.65759, 209.565 , 64.1532, 188.555, 1
3.65859, 209.622 , 64.1402, 184.177, 1
3.65959, 209.679 , 64.1272, 180.037, 1
3.66059, 209.737 , 64.1141, 176.121, 1
3.66159, 209.794 , 64.101, 172.415, 1
3.66259, 209.851 , 64.0878, 168.906, 1
3.66359, 209.908 , 64.0746, 165.585, 1
3.66459, 209.966 , 64.0614, 162.44, 1
3.66559, 210.023 , 64.0481, 159.463, 1
3.66659, 210.08 , 64.0348, 156.643, 1
3.66759, 210.138 , 64.0215, 153.974, 1
3.66859, 210.195 , 64.0081, 151.447, 1
3.66959, 210.252 , 63.9947, 149.056, 1
3.67059, 210.309 , 63.9813, 146.793, 1
3.67159, 210.367 , 63.9678, 144.654, 1
3.67259, 210.424 , 63.9543, 142.632, 1
3.67359, 210.481 , 63.9408, 140.722, 1
3.67459, 210.539 , 63.9272, 138.92, 1
3.67559, 210.596 , 63.9136, 137.221, 1
3.67659, 210.653 , 63.8999, 135.621, 1
3.67759, 210.711 , 63.8862, 134.116, 1
3.67859, 210.768 , 63.8725, 132.702, 1
3.67959, 210.825 , 63.8587, 131.376, 1
3.68059, 210.882 , 63.8449, 130.136, 1
3.68159, 210.94 , 63.8311, 128.977, 1
3.68259, 210.997 , 63.8172, 127.899, 1
3.68359, 211.054 , 63.8033, 126.897, 1
3.68459, 211.112 , 63.7894, 125.97, 1
3.68559, 211.169 , 63.7754, 125.116, 1
3.68659, 211.226 , 63.7614, 124.333, 1
3.68759, 211.283 , 63.7473, 123.62, 1
3.68859, 211.341 , 63.7332, 122.973, 1
3.68959, 211.398 , 63.7191, 122.394, 1
3.69059, 211.455 , 63.7049, 121.878, 1
3.69159, 211.513 , 63.6907, 121.427, 1
3.69259, 211.57 , 63.6765, 121.038, 1
3.69359, 211.627 , 63.6622, 120.711, 1
3.69459, 211.685 , 63.6478, 120.444, 1
3.69559, 211.742 , 63.6335, 120.238, 1
3.69659, 211.799 , 63.6191, 120.091, 1
3.69759, 211.856 , 63.6047, 120.004, 1
3.69859, 211.914 , 63.5902, 119.974, 1
3.69959, 211.971 , 63.5757, 120.004, 1
3.70059, 212.028 , 63.5611, 120.091, 1
3.70159, 212.086 , 63.5465, 120.237, 1
3.70259, 212.143 , 63.5319, 120.441, 1
3.70359, 212.2 , 63.5172, 120.703, 1
3.70459, 212.258 , 63.5025, 121.024, 1
3.70559, 212.315 , 63.4878, 121.403, 1
3.70659, 212.372 , 63.473, 121.842, 1
3.70759, 212.429 , 63.4582, 122.341, 1
3.70859, 212.487 , 63.4433, 122.9, 1
3.70959, 212.544 , 63.4284, 123.52, 1
3.71059, 212.601 , 63.4135, 124.202, 1
3.71159, 212.659 , 63.3985, 124.947, 1
3.71259, 212.716 , 63.3835, 125.756, 1
3.71359, 212.773 , 63.3685, 126.63, 1
3.71459, 212.83 , 63.3534, 127.571, 1
3.71559, 212.888 , 63.3382, 128.579, 1
3.71659, 212.945 , 63.3231, 129.657, 1
3.71759, 213.002 , 63.3078, 130.806, 1
3.71859, 213.06 , 63.2926, 132.029, 1
3.71959, 213.117 , 63.2773, 133.326, 1
3.72059, 213.174 , 63.262, 134.7, 1
3.72159, 213.232 , 63.2466, 136.154, 1
3.72259, 213.289 , 63.2312, 137.689, 1
3.72359, 213.346 , 63.2157, 139.309, 1
3.72459, 213.403 , 63.2002, 141.016, 1
3.72559, 213.461 , 63.1847, 142.814, 1
3.72659, 213.518 , 63.1691, 144.706, 1
3.72759, 213.575 , 63.1535, 146.694, 1
3.72859, 213.633 , 63.1379, 148.783, 1
3.72959, 213.69 , 63.1222, 150.978, 1
3.73059, 213.747 , 63.1064, 153.281, 1
3.73159, 213.805 , 63.0907, 155.698, 1
3.73259, 213.862 , 63.0748, 158.234, 1
3.73359, 213.919 , 63.059, 160.893, 1
3.73459, 213.976 , 63.0431, 163.682, 1
3.73559, 214.034 , 63.0271, 166.606, 1
3.73659, 214.091 , 63.0112, 169.672, 1
3.73759, 214.148 , 62.9951, 172.886, 1
3.73859, 214.206 , 62.9791, 176.257, 1
3.73959, 214.263 , 62.963, 179.791, 1
3.74059, 214.32 , 62.9468, 183.497, 1
3.74159, 214.377 , 62.9306, 187.385, 1
3.74259, 214.435 , 62.9144, 191.464, 1
3.74359, 214.492 , 62.8981, 195.744, 1
3.74459, 214.549 , 62.8818, 200.238, 1
3.74559, 214.607 , 62.8654, 204.956, 1
3.74659, 214.664 , 62.849, 209.912, 1
3.74759, 214.721 , 62.8326, 215.12, 1
3.74859, 214.779 , 62.8161, 220.596, 1
3.74959, 214.836 , 62.7996, 226.355, 1
3.75059, 214.893 , 62.783, 232.417, 1
3.75159, 214.95 , 62.7664, 238.799, 1
3.75259, 215.008 , 62.7497, 245.524, 1
3.75359, 215.065 , 62.733, 252.613, 1
3.75459, 215.122 , 62.7163, 260.092, 1
3.75559, 215.18 , 62.6995, 267.987, 1
3.75659, 215.237 , 62.6827, 276.329, 1
3.75759, 215.294 , 62.6658, 285.149, 1
3.75859, 215.351 , 62.6489, 294.483, 1
3.75959, 215.409 , 62.6319, 304.368, 1
3.76059, 215.466 , 62.6149, 314.849, 1
3.76159, 215.523 , 62.5979, 325.97, 1
3.76259, 215.581 , 62.5808, 337.784, 1
3.76359, 215.638 , 62.5637, 350.347, 1
3.76459, 215.695 , 62.5465, 363.722, 1
3.76559, 215.753 , 62.5293, 377.979, 1
3.76659, 215.81 , 62.512, 393.195, 1
3.76759, 215.867 , 62.4947, 409.456, 1
3.76859, 215.924 , 62.4773, 426.857, 1
3.76959, 215.982 , 62.4599, 445.508, 1
3.77059, 216.039 , 62.4425, 465.527, 1
3.77159, 216.096 , 62.425, 487.052, 1
3.77259, 216.154 , 62.4075, 510.235, 1
3.77359, 216.211 , 62.3899, 535.25, 1
3.77459, 216.268 , 62.3723, 562.294, 1
3.77559, 216.326 , 62.3546, 591.591, 1
3.77659, 216.383 , 62.3369, 623.4, 1
3.77759, 216.44 , 62.3191, 658.015, 1
3.77859, 216.497 , 62.3013, 695.777, 1
3.77959, 216.555 , 62.2835, 737.08, 1
3.78059, 216.612 , 62.2656, 782.384, 1
3.78159, 216.669 , 62.2476, 832.225, 1
3.78259, 216.727 , 62.2296, 887.236, 1
3.78359, 216.784 , 62.2116, 948.163, 1
3.78459, 216.841 , 62.1935, 1015.9, 1
3.78559, 216.898 , 62.1754, 1091.5, 1
3.78659, 216.956 , 62.1572, 1176.26, 1
3.78759, 217.013 , 62.139, 1271.74, 1
3.78859, 217.07 , 62.1207, 1379.85, 1
3.78959, 217.128 , 62.1024, 1502.98, 1
3.79059, 217.185 , 62.084, 1644.08, 1
3.79159, 217.242 , 62.0656, 1806.91, 1
3.79259, 217.3 , 62.0472, 1996.29, 1
3.79359, 217.357 , 62.0287, 2218.46, 1
3.79459, 217.414 , 62.0101, 2481.64, 1
3.79559, 217.471 , 61.9915, 2796.88, 1
3.79659, 217.529 , 61.9729, 3179.31, 1
3.79759, 217.586 , 61.9542, 3650.08, 1
3.79859, 217.643 , 61.9355, 4239.59, 1
3.79959, 217.701 , 61.9167, 4992.88, 1
3.80059, 217.758 , 61.8978, 5979.04, 1
3.80159, 217.815 , 61.879, 7308.8, 1
3.80259, 217.873 , 61.86, 9169.09, 1
3.80359, 217.93 , 61.841, 11896.8, 1
3.80459, 217.987 , 61.822, 16151.9, 1
3.80559, 218.044 , 61.8029, 23380.5, 1
3.80659, 218.102 , 61.7838, 37289.8, 1
3.80759, 218.159 , 61.7646, 69972.3, 1
3.80859, 218.216 , 61.7454, 182034, 1
3.80959, 218.274 , 61.7261, 1.31296e+06, 1
3.81059, 218.331 , 61.7068, 2.6375e+06, 1
3.81159, 218.388 , 61.6875, 231804, 1
3.81259, 218.445 , 61.668, 85637.7, 1
3.81359, 218.503 , 61.6486, 49967, 1
3.81459, 218.56 , 61.629, 39459.2, 1
3.81559, 218.617 , 61.6095, 41068.7, 1
3.81659, 218.675 , 61.5899, 57239.1, 1
3.81759, 218.732 , 61.5702, 115259, 1
3.81859, 218.789 , 61.5505, 472996, 1
3.81959, 218.847 , 61.5307, 6.10718e+07, 1
3.82059, 218.904 , 61.5109, 342654, 1
3.82159, 218.961 , 61.491, 94839.3, 1
3.82259, 219.018 , 61.4711, 44651.8, 1
3.82359, 219.076 , 61.4511, 26316.1, 1
3.82459, 219.133 , 61.4311, 17551.1, 1
3.82559, 219.19 , 61.411, 12651.8, 1
3.82659, 219.248 , 61.3909, 9617.46, 1
3.82759, 219.305 , 61.3707, 7596.89, 1
3.82859, 219.362 , 61.3505, 6177.09, 1
3.82959, 219.419 , 61.3302, 5137.26, 1
3.83059, 219.477 , 61.3099, 4350.34, 1
3.83159, 219.534 , 61.2895, 3738.8, 1
3.83259, 219.591 , 61.2691, 3253.01, 1
3.83359, 219.649 , 61.2486, 2859.94, 1
3.83459, 219.706 , 61.228, 2536.9, 1
3.83559, 219.763 , 61.2074, 2267.82, 1
3.83659, 219.821 , 61.1868, 2041.04, 1
3.83759, 219.878 , 61.1661, 1847.96, 1
3.83859, 219.935 , 61.1454, 1682.06, 1
3.83959, 219.992 , 61.1246, 1538.37, 1
3.84059, 220.05 , 61.1037, 1413.01, 1
3.84159, 220.107 , 61.0828, 1302.93, 1
3.84259, 220.164 , 61.0618, 1205.7, 1
3.84359, 220.222 , 61.0408, 1119.35, 1
3.84459, 220.279 , 61.0197, 1042.29, 1
3.84559, 220.336 , 60.9986, 973.209, 1
3.84659, 220.394 , 60.9774, 911.023, 1
3.84759, 220.451 , 60.9562, 854.829, 1
3.84859, 220.508 , 60.9349, 803.868, 1
3.84959, 220.565 , 60.9136, 757.499, 1
3.85059, 220.623 , 60.8922, 715.179, 1
3.85159, 220.68 , 60.8708, 676.443, 1
3.85259, 220.737 , 60.8492, 640.89, 1
3.85359, 220.795 , 60.8277, 608.176, 1
3.85459, 220.852 , 60.8061, 578.003, 1
3.85559, 220.909 , 60.7844, 550.11, 1
3.85659, 220.966 , 60.7627, 524.27, 1
3.85759, 221.024 , 60.7409, 500.283, 1
3.85859, 221.081 , 60.7191, 477.975, 1
3.85959, 221.138 , 60.6972, 457.19, 1
3.86059, 221.196 , 60.6752, 437.791, 1
3.86159, 221.253 , 60.6532, 419.655, 1
3.86259, 221.31 , 60.6312, 402.674, 1
3.86359, 221.368 , 60.6091, 386.751, 1
3.86459, 221.425 , 60.5869, 371.798, 1
3.86559, 221.482 , 60.5647, 357.737, 1
3.86659, 221.539 , 60.5424, 344.499, 1
3.86759, 221.597 , 60.52, 332.018, 1
3.86859, 221.654 , 60.4977, 320.238, 1
3.86959, 221.711 , 60.4752, 309.106, 1
3.87059, 221.769 , 60.4527, 298.576, 1
3.87159, 221.826 , 60.4301, 288.604, 1
3.87259, 221.883 , 60.4075, 279.15, 1
3.87359, 221.941 , 60.3848, 270.18, 1
3.87459, 221.998 , 60.3621, 261.66, 1
3.87559, 222.055 , 60.3393, 253.561, 1
3.87659, 222.112 , 60.3164, 245.854, 1
3.87759, 222.17 , 60.2935, 238.515, 1
3.87859, 222.227 , 60.2705, 231.519, 1
3.87959, 222.284 , 60.2475, 224.847, 1
3.88059, 222.342 , 60.2244, 218.477, 1
3.88159, 222.399 , 60.2012, 212.393, 1
3.88259, 222.456 , 60.178, 206.575, 1
3.88359, 222.513 , 60.1547, 201.01, 1
3.88459, 222.571 , 60.1314, 195.683, 1
3.88559, 222.628 , 60.108, 190.579, 1
3.88659, 222.685 , 60.0846, 185.687, 1
3.88759, 222.743 , 60.0611, 180.994, 1
3.88859, 222.8 , 60.0375, 176.491, 1
3.88959, 222.857 , 60.0139, 172.166, 1
3.89059, 222.915 , 59.9902, 168.011, 1
3.89159, 222.972 , 59.9664, 164.016, 1
3.89259, 223.029 , 59.9426, 160.173, 1
3.89359, 223.086 , 59.9187, 156.475, 1
3.89459, 223.144 , 59.8948, 152.914, 1
3.89559, 223.201 , 59.8708, 149.484, 1
3.89659, 223.258 , 59.8467, 146.177, 1
3.89759, 223.316 , 59.8226, 142.988, 1
3.89859, 223.373 , 59.7984, 139.912, 1
3.89959, 223.43 , 59.7742, 136.943, 1
3.90059, 223.487 , 59.7499, 134.076, 1
3.90159, 223.545 , 59.7255, 131.307, 1
3.90259, 223.602 , 59.7011, 128.631, 1
3.90359, 223.659 , 59.6766, 126.043, 1
3.90459, 223.717 , 59.652, 123.54, 1
3.90559, 223.774 , 59.6274, 121.118, 1
3.90659, 223.831 , 59.6027, 118.774, 1
3.90759, 223.889 , 59.578, 116.505, 1
3.90859, 223.946 , 59.5532, 114.306, 1
3.90959, 224.003 , 59.5283, 112.176, 1
3.91059, 224.06 , 59.5033, 110.111, 1
3.91159, 224.118 , 59.4783, 108.108, 1
3.91259, 224.175 , 59.4533, 106.166, 1
3.91359, 224.232 , 59.4281, 104.281, 1
3.91459, 224.29 , 59.4029, 102.452, 1
3.91559, 224.347 , 59.3777, 100.676, 1
3.91659, 224.404 , 59.3524, 98.9505, 1
3.91759, 224.462 , 59.327, 97.2745, 1
3.91859, 224.519 , 59.3015, 95.6458, 1
3.91959, 224.576 , 59.276, 94.0626, 1
3.92059, 224.633 , 59.2504, 92.5232, 1
3.92159, 224.691 , 59.2247, 91.0259, 1
3.92259, 224.748 , 59.199, 89.5691, 1
3.92359, 224.805 , 59.1732, 88.1515, 1
3.92459, 224.863 , 59.1474, 86.7716, 1
3.92559, 224.92 , 59.1215, 85.428, 1
3.92659, 224.977 , 59.0955, 84.1195, 1
3.92759, 225.034 , 59.0694, 82.8448, 1
3.92859, 225.092 , 59.0433, 81.6027, 1
3.92959, 225.149 , 59.0171, 80.3922, 1
3.93059, 225.206 , 58.9908, 79.2121, 1
3.93159, 225.264 , 58.9645, 78.0615, 1
3.93259, 225.321 , 58.9381, 76.9393, 1
3.93359, 225.378 , 58.9117, 75.8445, 1
3.93459, 225.436 , 58.8851, 74.7764, 1
3.93559, 225.493 , 58.8585, 73.7339, 1
3.93659, 225.55 , 58.8319, 72.7163, 1
3.93759, 225.607 , 58.8051, 71.7228, 1
3.93859, 225.665 , 58.7783, 70.7526, 1
3.93959, 225.722 , 58.7515, 69.805, 1
3.94059, 225.779 , 58.7245, 68.8792, 1
3.94159, 225.837 , 58.6975, 67.9747, 1
3.94259, 225.894 , 58.6704, 67.0906, 1
3.94359, 225.951 , 58.6433, 66.2265, 1
3.94459, 226.009 , 58.616, 65.3816, 1
3.94559, 226.066 , 58.5887, 64.5555, 1
3.94659, 226.123 , 58.5614, 63.7475, 1
3.94759, 226.18 , 58.5339, 62.9571, 1
3.94859, 226.238 , 58.5064, 62.1838, 1
3.94959, 226.295 , 58.4788, 61.4271, 1
3.95059, 226.352 , 58.4512, 60.6866, 1
3.95159, 226.41 , 58.4235, 59.9617, 1
3.95259, 226.467 , 58.3957, 59.252, 1
3.95359, 226.524 , 58.3678, 58.5571, 1
3.95459, 226.581 , 58.3398, 57.8765, 1
3.95559, 226.639 , 58.3118, 57.2099, 1
3.95659, 226.696 , 58.2837, 56.5569, 1
3.95759, 226.753 , 58.2556, 55.9171, 1
3.95859, 226.811 , 58.2274, 55.2901, 1
3.95959, 226.868 , 58.199, 54.6756, 1
3.96059, 226.925 , 58.1707, 54.0733, 1
3.96159, 226.983 , 58.1422, 53.4828, 1
3.96259, 227.04 , 58.1137, 52.9038, 1
3.96359, 227.097 , 58.0851, 52.336, 1
3.96459, 227.154 , 58.0369, 61.0421, 1
3.96559, 227.212 , 57.9849, 60.413, 1
3.96659, 227.269 , 57.9328, 59.7954, 1
3.96759, 227.326 , 57.8806, 59.1891, 1
3.96859, 227.384 , 57.8284, 58.5936, 1
3.96959, 227.441 , 57.7762, 58.0088, 1
3.97059, 227.498 , 57.7238, 57.4344, 1
3.97159, 227.555 , 57.6715, 56.8702, 1
3.97259, 227.613 , 57.619, 56.3158, 1
3.97359, 227.67 , 57.5665, 55.7711, 1
3.97459, 227.727 , 57.5139, 55.2358, 1
3.97559, 227.785 , 57.4612, 54.7098, 1
3.97659, 227.842 , 57.4085, 54.1927, 1
3.97759, 227.899 , 57.3557, 53.6844, 1
3.97859, 227.957 , 57.3029, 53.1847, 1
3.97959, 228.014 , 57.25, 52.6934, 1
3.98059, 228.071 , 57.197, 52.2103, 1
3.98159, 228.128 , 57.1439, 51.7352, 1
3.98259, 228.186 , 57.0908, 51.2679, 1
3.98359, 228.243 , 57.0376, 50.8082, 1
3.98459, 228.3 , 56.9844, 50.356, 1
3.98559, 228.358 , 56.9311, 49.9112, 1
3.98659, 228.415 , 56.8777, 49.4735, 1
3.98759, 228.472 , 56.8242, 49.0428, 1
3.98859, 228.53 , 56.7707, 48.6189, 1
3.98959, 228.587 , 56.7171, 48.2017, 1
3.99059, 228.644 , 56.6634, 47.7911, 1
3.99159, 228.701 , 56.6097, 47.3869, 1
3.99259, 228.759 , 56.5559, 46.989, 1
3.99359, 228.816 , 56.502, 46.5972, 1
3.99459, 228.873 , 56.4481, 46.2114, 1
3.99559, 228.931 , 56.3941, 45.8315, 1
3.99659, 228.988 , 56.34, 45.4574, 1
3.99759, 229.045 , 56.2858, 45.0889, 1
3.99859, 229.102 , 56.2316, 44.7259, 1
3.99959, 229.16 , 56.1773, 44.3684, 1
4.00059, 229.217 , 56.1229, 44.0162, 1
4.00159, 229.274 , 56.0684, 43.6691, 1
4.00259, 229.332 , 56.0139, 43.3272, 1
4.00359, 229.389 , 55.9593, 42.9903, 1
4.00459, 229.446 , 55.9046, 42.6582, 1
4.00559, 229.504 , 55.8499, 42.331, 1
4.00659, 229.561 , 55.795, 42.0085, 1
4.00759, 229.618 , 55.7401, 41.6905, 1
4.00859, 229.675 , 55.6852, 41.3771, 1
4.00959, 229.733 , 55.6301, 41.0682, 1
4.01059, 229.79 , 55.575, 40.7636, 1
4.01159, 229.847 , 55.5198, 40.4632, 1
4.01259, 229.905 , 55.4645, 40.1671, 1
4.01359, 229.962 , 55.4091, 39.875, 1
4.01459, 230.019 , 55.3537, 39.587, 1
4.01559, 230.077 , 55.2981, 39.303, 1
4.01659, 230.134 , 55.2425, 39.0228, 1
4.01759, 230.191 , 55.1869, 38.7464, 1
4.01859, 230.248 , 55.1311, 38.4738, 1
4.01959, 230.306 , 55.0753, 38.2049, 1
4.02059, 230.363 , 55.0193, 37.9395, 1
4.02159, 230.42 , 54.9633, 37.6777, 1
4.02259, 230.478 , 54.9073, 37.4194, 1
4.02359, 230.535 , 54.8511, 37.1645, 1
4.02459, 230.592 , 54.7948, 36.9129, 1
4.02559, 230.649 , 54.7385, 36.6646, 1
4.02659, 230.707 , 54.6821, 36.4196, 1
4.02759, 230.764 , 54.6256, 36.1778, 1
4.02859, 230.821 , 54.569, 35.939, 1
4.02959, 230.879 , 54.5123, 35.7034, 1
4.03059, 230.936 , 54.4556, 35.4707, 1
4.03159, 230.993 , 54.3988, 35.241, 1
4.03259, 231.051 , 54.3418, 35.0143, 1
4.03359, 231.108 , 54.2848, 34.7904, 1
4.03459, 231.165 , 54.2277, 34.5693, 1
4.03559, 231.222 , 54.1706, 34.3509, 1
4.03659, 231.28 , 54.1133, 34.1353, 1
4.03759, 231.337 , 54.0559, 33.9224, 1
4.03859, 231.394 , 53.9985, 33.7121, 1
4.03959, 231.452 , 53.941, 33.5044, 1
4.04059, 231.509 , 53.8833, 33.2992, 1
4.04159, 231.566 , 53.8256, 33.0966, 1
4.04259, 231.623 , 53.7678, 32.8964, 1
4.04359, 231.681 , 53.7099, 32.6986, 1
4.04459, 231.738 , 53.6519, 32.5032, 1
4.04559, 231.795 , 53.5939, 32.3101, 1
4.04659, 231.853 , 53.5357, 32.1194, 1
4.04759, 231.91 , 53.4774, 31.9309, 1
4.04859, 231.967 , 53.4191, 31.7447, 1
