a(radian), a(degree) , Eruling, Ebend, Eparalell, Ebend,,241.65,0,5.4543,0.0608885
3.51859,201.601,80.1729,186.967,3.625,1,,,,,
3.51959,201.658,80.1484,194.72,3.62419,1,,,,,
3.52059,201.715,80.1238,203.303,3.62339,1,,,,,
3.52159,201.772,80.0991,212.813,3.62258,1,,,,,
3.52259,201.83,80.0743,223.361,3.62176,1,,,,,
3.52359,201.887,80.0495,235.078,3.62094,1,,,,,
3.52459,201.944,80.0247,248.118,3.62012,1,,,,,
3.52559,202.002,79.9997,262.662,3.61929,1,,,,,
3.52659,202.059,79.9747,278.925,3.61846,1,,,,,
3.52759,202.116,79.9497,297.165,3.61762,1,,,,,
3.52859,202.173,79.9246,317.688,3.61678,1,,,,,
3.52959,202.231,79.8994,340.865,3.61594,1,,,,,
3.53059,202.288,79.8742,367.149,3.61509,1,,,,,
3.53159,202.345,79.8489,397.092,3.61424,1,,,,,
3.53259,202.403,79.8236,431.378,3.61338,1,,,,,
3.53359,202.46,79.7981,470.859,3.61252,1,,,,,
3.53459,202.517,79.7727,516.609,3.61165,1,,,,,
3.53559,202.575,79.7471,569.997,3.61078,1,,,,,
3.53659,202.632,79.7216,632.784,3.60991,1,,,,,
3.53759,202.689,79.6959,707.277,3.60903,1,,,,,
3.53859,202.746,79.6702,796.536,3.60815,1,,,,,
3.53959,202.804,79.6444,904.688,3.60726,1,,,,,
3.54059,202.861,79.6186,1037.42,3.60637,1,,,,,
3.54159,202.918,79.5927,1202.71,3.60547,1,,,,,
3.54259,202.976,79.5668,1412.1,3.60457,1,,,,,
3.54359,203.033,79.5407,1682.69,3.60366,1,,,,,
3.54459,203.09,79.5147,2040.78,3.60275,1,,,,,
3.54559,203.147,79.4885,2528.46,3.60184,1,,,,,
3.54659,203.205,79.4624,3216.54,3.60092,1,,,,,
3.54759,203.262,79.4361,4231.69,3.6,1,,,,,
3.54859,203.319,79.4098,5819.08,3.59907,1,,,,,
3.54959,203.377,79.3834,8505.31,3.59813,1,,,,,
3.55059,203.434,79.357,13598,3.5972,1,,,,,
3.55159,203.491,79.3305,25136.8,3.59625,1,,,,,
3.55259,203.549,79.304,61290.1,3.59531,1,,,,,
3.55359,203.606,79.2774,318363,3.59435,1,,,,,
3.55459,203.663,79.2507,4.12E+06,3.5934,1,,,,,
3.55559,203.72,79.224,131713,3.59244,1,,,,,
3.55659,203.778,79.1972,39765.6,3.59147,1,,,,,
3.55759,203.835,79.1704,18919.9,3.5905,1,,,,,
3.55859,203.892,79.1435,11031.6,3.58952,1,,,,,
3.55959,203.95,79.1165,7222.54,3.58854,1,,,,,
3.56059,204.007,79.0895,5097.06,3.58756,1,,,,,
3.56159,204.064,79.0624,3791.26,3.58657,1,,,,,
3.56259,204.122,79.0353,2931.9,3.58557,1,,,,,
3.56359,204.179,79.0081,2336.35,3.58457,1,,,,,
3.56459,204.236,78.9808,1906.64,3.58356,1,,,,,
3.56559,204.293,78.9535,1586.42,3.58255,1,,,,,
3.56659,204.351,78.9262,1341.39,3.58154,1,,,,,
3.56759,204.408,78.8987,1149.69,3.58052,1,,,,,
3.56859,204.465,78.8712,996.884,3.57949,1,,,,,
3.56959,204.523,78.8437,873.098,3.57846,1,,,,,
3.57059,204.58,78.8161,771.411,3.57743,1,,,,,
3.57159,204.637,78.7884,686.848,3.57639,1,,,,,
3.57259,204.694,78.7607,615.761,3.57534,1,,,,,
3.57359,204.752,78.7329,555.423,3.57429,1,,,,,
3.57459,204.809,78.7051,503.766,3.57323,1,,,,,
3.57559,204.866,78.6772,459.194,3.57217,1,,,,,
3.57659,204.924,78.6493,420.465,3.5711,1,,,,,
3.57759,204.981,78.6212,386.595,3.57003,1,,,,,
3.57859,205.038,78.5932,356.802,3.56895,1,,,,,
3.57959,205.096,78.565,330.452,3.56787,1,,,,,
3.58059,205.153,78.5369,307.033,3.56678,1,,,,,
3.58159,205.21,78.5086,286.122,3.56569,1,,,,,
3.58259,205.267,78.4803,267.373,3.56459,1,,,,,
3.58359,205.325,78.452,250.494,3.56348,1,,,,,
3.58459,205.382,78.4236,235.244,3.56237,1,,,,,
3.58559,205.439,78.3951,221.418,3.56126,1,,,,,
3.58659,205.497,78.3666,208.842,3.56014,1,,,,,
3.58759,205.554,78.338,197.37,3.55901,1,,,,,
3.58859,205.611,78.3093,186.874,3.55788,1,,,,,
3.58959,205.669,78.2806,177.246,3.55674,1,,,,,
3.59059,205.726,78.2519,168.391,3.55559,1,,,,,
3.59159,205.783,78.2231,160.229,3.55444,1,,,,,
3.59259,205.84,78.1942,152.688,3.55329,1,,,,,
3.59359,205.898,78.1653,145.705,3.55213,1,,,,,
3.59459,205.955,78.1363,139.227,3.55096,1,,,,,
3.59559,206.012,78.1072,133.205,3.54979,1,,,,,
3.59659,206.07,78.0781,127.598,3.54861,1,,,,,
3.59759,206.127,78.049,122.366,3.54743,1,,,,,
3.59859,206.184,78.0198,117.478,3.54624,1,,,,,
3.59959,206.241,77.9905,112.902,3.54504,1,,,,,
3.60059,206.299,77.9612,108.614,3.54384,1,,,,,
3.60159,206.356,77.9318,104.588,3.54263,1,,,,,
3.60259,206.413,77.9024,100.803,3.54142,1,,,,,
3.60359,206.471,77.8729,97.2406,3.5402,1,,,,,
3.60459,206.528,77.8433,93.8829,3.53897,1,,,,,
3.60559,206.585,77.8137,90.7144,3.53774,1,,,,,
3.60659,206.643,77.7841,87.7208,3.5365,1,,,,,
3.60759,206.7,77.7543,84.8892,3.53526,1,,,,,
3.60859,206.757,77.7246,82.208,3.53401,1,,,,,
3.60959,206.814,77.6947,79.6664,3.53275,1,,,,,
3.61059,206.872,77.6648,77.2547,3.53149,1,,,,,
3.61159,206.929,77.6349,74.9642,3.53022,1,,,,,
3.61259,206.986,77.6049,72.7865,3.52895,1,,,,,
3.61359,207.044,77.5748,70.7142,3.52767,1,,,,,
3.61459,207.101,77.5447,68.7406,3.52638,1,,,,,
3.61559,207.158,77.5146,66.8592,3.52509,1,,,,,
3.61659,207.215,77.4844,65.0643,3.52378,1,,,,,
3.61759,207.273,77.4541,63.3506,3.52248,1,,,,,
3.61859,207.33,77.4237,61.7131,3.52116,1,,,,,
3.61959,207.387,77.3934,60.1472,3.51984,1,,,,,
3.62059,207.445,77.3629,58.6488,3.51852,1,,,,,
3.62159,207.502,77.3324,57.2138,3.51719,1,,,,,
3.62259,207.559,77.3019,55.8388,3.51585,1,,,,,
3.62359,207.617,77.2713,54.5202,3.5145,1,,,,,
3.62459,207.674,77.2406,53.2549,3.51315,1,,,,,
3.62559,207.731,77.2099,52.0402,3.51179,1,,,,,
3.62659,207.788,77.1791,50.8731,3.51042,1,,,,,
3.62759,207.846,77.1483,49.7512,3.50905,1,,,,,
3.62859,207.903,77.1174,48.6721,3.50767,1,,,,,
3.62959,207.96,77.0865,47.6336,3.50628,1,,,,,
3.63059,208.018,77.0555,46.6337,3.50489,1,,,,,
3.63159,208.075,77.0244,45.6703,3.50349,1,,,,,
3.63259,208.132,76.9933,44.7417,3.50208,1,,,,,
3.63359,208.19,76.9622,43.8461,3.50067,1,,,,,
3.63459,208.247,76.931,42.982,3.49925,1,,,,,
3.63559,208.304,76.8997,42.1479,3.49782,1,,,,,
3.63659,208.361,76.8684,41.3423,3.49638,1,,,,,
3.63759,208.419,76.837,40.5639,3.49494,1,,,,,
3.63859,208.476,76.8056,39.8114,3.49349,1,,,,,
3.63959,208.533,76.7741,39.0838,3.49203,1,,,,,
3.64059,208.591,76.7426,38.3798,3.49057,1,,,,,
3.64159,208.648,76.711,37.6984,3.4891,1,,,,,
3.64259,208.705,76.6794,37.0386,3.48762,1,,,,,
3.64359,208.762,76.6477,36.3995,3.48614,1,,,,,
3.64459,208.82,76.6159,35.7802,3.48464,1,,,,,
3.64559,208.877,76.5841,35.1799,3.48314,1,,,,,
3.64659,208.934,76.5523,34.5977,3.48163,1,,,,,
3.64759,208.992,76.5204,34.033,3.48012,1,,,,,
3.64859,209.049,76.4884,33.4849,3.4786,1,,,,,
3.64959,209.106,76.4564,32.9529,3.47707,1,,,,,
3.65059,209.164,76.4243,32.4362,3.47553,1,,,,,
3.65159,209.221,76.3922,31.9343,3.47398,1,,,,,
3.65259,209.278,76.3601,31.4466,3.47243,1,,,,,
3.65359,209.335,76.3278,30.9725,3.47087,1,,,,,
3.65459,209.393,76.2955,30.5116,3.4693,1,,,,,
3.65559,209.45,76.2632,30.0633,3.46772,1,,,,,
3.65659,209.507,76.2308,29.6271,3.46614,1,,,,,
3.65759,209.565,76.1984,29.2026,3.46455,1,,,,,
3.65859,209.622,76.1659,28.7893,3.46295,1,,,,,
3.65959,209.679,76.1334,28.3869,3.46134,1,,,,,
3.66059,209.737,76.1008,27.995,3.45973,1,,,,,
3.66159,209.794,76.0681,27.6131,3.4581,1,,,,,
3.66259,209.851,76.0354,27.241,3.45647,1,,,,,
3.66359,209.908,76.0027,26.8782,3.45483,1,,,,,
3.66459,209.966,75.9699,26.5245,3.45318,1,,,,,
3.66559,210.023,75.937,26.1796,3.45153,1,,,,,
3.66659,210.08,75.9041,25.8431,3.44986,1,,,,,
3.66759,210.138,75.8712,25.5148,3.44819,1,,,,,
3.66859,210.195,75.8382,25.1943,3.44651,1,,,,,
3.66959,210.252,75.8051,24.8815,3.44482,1,,,,,
3.67059,210.309,75.772,24.576,3.44313,1,,,,,
3.67159,210.367,75.7388,24.2777,3.44142,1,,,,,
3.67259,210.424,75.7056,23.9863,3.43971,1,,,,,
3.67359,210.481,75.6723,23.7016,3.43798,1,,,,,
3.67459,210.539,75.639,23.4233,3.43625,1,,,,,
3.67559,210.596,75.6056,23.1513,3.43451,1,,,,,
3.67659,210.653,75.5722,22.8854,3.43277,1,,,,,
3.67759,210.711,75.5388,22.6254,3.43101,1,,,,,
3.67859,210.768,75.5052,22.3711,3.42924,1,,,,,
3.67959,210.825,75.4717,22.1223,3.42747,1,,,,,
3.68059,210.882,75.438,21.8789,3.42569,1,,,,,
3.68159,210.94,75.4044,21.6406,3.4239,1,,,,,
3.68259,210.997,75.3706,21.4075,3.4221,1,,,,,
3.68359,211.054,75.3369,21.1792,3.42029,1,,,,,
3.68459,211.112,75.303,20.9557,3.41847,1,,,,,
3.68559,211.169,75.2692,20.7368,3.41664,1,,,,,
3.68659,211.226,75.2352,20.5224,3.4148,1,,,,,
3.68759,211.283,75.2013,20.3124,3.41296,1,,,,,
3.68859,211.341,75.1672,20.1066,3.4111,1,,,,,
3.68959,211.398,75.1331,19.9049,3.40924,1,,,,,
3.69059,211.455,75.099,19.7073,3.40737,1,,,,,
3.69159,211.513,75.0648,19.5135,3.40549,1,,,,,
3.69259,211.57,75.0306,19.3235,3.4036,1,,,,,
3.69359,211.627,74.9963,19.1372,3.40169,1,,,,,
3.69459,211.685,74.962,18.9545,3.39978,1,,,,,
3.69559,211.742,74.9276,18.7753,3.39787,1,,,,,
3.69659,211.799,74.8932,18.5995,3.39594,1,,,,,
3.69759,211.856,74.8587,18.427,3.394,1,,,,,
3.69859,211.914,74.8242,18.2577,3.39205,1,,,,,
3.69959,211.971,74.7896,18.0915,3.39009,1,,,,,
3.70059,212.028,74.755,17.9284,3.38812,1,,,,,
3.70159,212.086,74.7204,17.7683,3.38615,1,,,,,
3.70259,212.143,74.6856,17.7991,3.38416,1,,,,,
3.70359,212.2,74.6509,17.6454,3.38216,1,,,,,
3.70459,212.258,74.6161,17.4945,3.38016,1,,,,,
3.70559,212.315,74.5812,17.3463,3.37814,1,,,,,
3.70659,212.372,74.5463,17.2007,3.37611,1,,,,,
3.70759,212.429,74.5113,17.0576,3.37408,1,,,,,
3.70859,212.487,74.4763,16.9171,3.37203,1,,,,,
3.70959,212.544,74.4412,16.779,3.36998,1,,,,,
3.71059,212.601,74.4061,16.6433,3.36791,1,,,,,
3.71159,212.659,74.371,16.5099,3.36583,1,,,,,
3.71259,212.716,74.3358,16.3787,3.36374,1,,,,,
3.71359,212.773,74.3005,16.2498,3.36165,1,,,,,
3.71459,212.83,74.2652,16.1231,3.35954,1,,,,,
3.71559,212.888,74.2299,15.9984,3.35742,1,,,,,
3.71659,212.945,74.1945,15.8759,3.35529,1,,,,,
3.71759,213.002,74.1591,15.7553,3.35315,1,,,,,
3.71859,213.06,74.1236,15.6367,3.351,1,,,,,
3.71959,213.117,74.088,15.5201,3.34884,1,,,,,
3.72059,213.174,74.0524,15.4053,3.34667,1,,,,,
3.72159,213.232,74.0168,15.2924,3.34449,1,,,,,
3.72259,213.289,73.9811,15.1812,3.3423,1,,,,,
3.72359,213.346,73.9454,15.0719,3.34009,1,,,,,
3.72459,213.403,73.9097,14.9642,3.33788,1,,,,,
3.72559,213.461,73.8738,14.8583,3.33566,1,,,,,
3.72659,213.518,73.838,14.754,3.33342,1,,,,,
3.72759,213.575,73.8021,14.6513,3.33117,1,,,,,
3.72859,213.633,73.7661,14.5501,3.32891,1,,,,,
3.72959,213.69,73.7301,14.4506,3.32664,1,,,,,
3.73059,213.747,73.6941,14.3525,3.32436,1,,,,,
3.73159,213.805,73.658,14.2559,3.32207,1,,,,,
3.73259,213.862,73.6218,14.1608,3.31977,1,,,,,
3.73359,213.919,73.5856,14.0671,3.31745,1,,,,,
3.73459,213.976,73.5494,13.9748,3.31513,1,,,,,
3.73559,214.034,73.5131,13.8839,3.31279,1,,,,,
3.73659,214.091,73.4768,13.7943,3.31044,1,,,,,
3.73759,214.148,73.4405,13.706,3.30808,1,,,,,
3.73859,214.206,73.404,13.6189,3.30571,1,,,,,
3.73959,214.263,73.3676,13.5332,3.30333,1,,,,,
3.74059,214.32,73.3311,13.4486,3.30093,1,,,,,
3.74159,214.377,73.2945,13.3653,3.29852,1,,,,,
3.74259,214.435,73.2579,13.2832,3.2961,1,,,,,
3.74359,214.492,73.2213,13.2022,3.29367,1,,,,,
3.74459,214.549,73.1846,13.1224,3.29123,1,,,,,
3.74559,214.607,73.1479,13.0436,3.28877,1,,,,,
3.74659,214.664,73.1111,12.966,3.2863,1,,,,,
3.74759,214.721,73.0743,12.8895,3.28383,1,,,,,
3.74859,214.779,73.0375,12.814,3.28133,1,,,,,
3.74959,214.836,73.0006,12.7395,3.27883,1,,,,,
3.75059,214.893,72.9636,12.666,3.27631,1,,,,,
3.75159,214.95,72.9266,12.5936,3.27378,1,,,,,
3.75259,215.008,72.8896,12.5221,3.27124,1,,,,,
3.75359,215.065,72.8525,12.4516,3.26869,1,,,,,
3.75459,215.122,72.8154,12.382,3.26612,1,,,,,
3.75559,215.18,72.7782,12.3134,3.26354,1,,,,,
3.75659,215.237,72.741,12.2456,3.26095,1,,,,,
3.75759,215.294,72.7038,12.1788,3.25835,1,,,,,
3.75859,215.351,72.6665,12.1128,3.25573,1,,,,,
3.75959,215.409,72.6292,12.0477,3.2531,1,,,,,
3.76059,215.466,72.5918,11.9834,3.25045,1,,,,,
3.76159,215.523,72.5544,11.9199,3.2478,1,,,,,
3.76259,215.581,72.5169,11.8573,3.24513,1,,,,,
3.76359,215.638,72.4794,11.7955,3.24245,1,,,,,
3.76459,215.695,72.4419,11.7344,3.23975,1,,,,,
3.76559,215.753,72.4043,11.6742,3.23704,1,,,,,
3.76659,215.81,72.3667,11.6147,3.23432,1,,,,,
3.76759,215.867,72.329,11.5559,3.23158,1,,,,,
3.76859,215.924,72.2913,11.4979,3.22883,1,,,,,
3.76959,215.982,72.2535,11.4406,3.22607,1,,,,,
3.77059,216.039,72.2157,11.384,3.22329,1,,,,,
3.77159,216.096,72.1779,11.3281,3.2205,1,,,,,
3.77259,216.154,72.14,11.2729,3.2177,1,,,,,
3.77359,216.211,72.1021,11.2184,3.21488,1,,,,,
3.77459,216.268,72.0642,11.1645,3.21205,1,,,,,
3.77559,216.326,72.0262,11.1113,3.2092,1,,,,,
3.77659,216.383,71.9881,11.0587,3.20635,1,,,,,
3.77759,216.44,71.95,11.0068,3.20347,1,,,,,
3.77859,216.497,71.9119,10.9554,3.20058,1,,,,,
3.77959,216.555,71.8738,10.9047,3.19768,1,,,,,
3.78059,216.612,71.8356,10.8546,3.19477,1,,,,,
3.78159,216.669,71.7973,10.8051,3.19183,1,,,,,
3.78259,216.727,71.7591,10.7562,3.18889,1,,,,,
3.78359,216.784,71.7207,10.7078,3.18593,1,,,,,
3.78459,216.841,71.6824,10.66,3.18296,1,,,,,
3.78559,216.898,71.644,10.6128,3.17997,1,,,,,
3.78659,216.956,71.6056,10.5661,3.17696,1,,,,,
3.78759,217.013,71.5671,10.5199,3.17395,1,,,,,
3.78859,217.07,71.5286,10.4743,3.17091,1,,,,,
3.78959,217.128,71.49,10.4292,3.16787,1,,,,,
3.79059,217.185,71.4514,10.3846,3.1648,1,,,,,
3.79159,217.242,71.4128,10.3405,3.16172,1,,,,,
3.79259,217.3,71.3742,10.297,3.15863,1,,,,,
3.79359,217.357,71.3355,10.2539,3.15552,1,,,,,
3.79459,217.414,71.2967,10.2113,3.1524,1,,,,,
3.79559,217.471,71.258,10.1691,3.14926,1,,,,,
3.79659,217.529,71.2191,10.1275,3.14611,1,,,,,
3.79759,217.586,71.1803,10.0863,3.14294,1,,,,,
3.79859,217.643,71.1414,10.0456,3.13975,1,,,,,
3.79959,217.701,71.1025,10.0053,3.13655,1,,,,,
3.80059,217.758,71.0635,9.96543,3.13333,1,,,,,
3.80159,217.815,71.0245,9.92602,3.1301,1,,,,,
3.80259,217.873,70.9855,9.88704,3.12685,1,,,,,
3.80359,217.93,70.9464,9.84848,3.12359,1,,,,,
3.80459,217.987,70.9073,9.81034,3.12031,1,,,,,
3.80559,218.044,70.8682,9.77262,3.11701,1,,,,,
3.80659,218.102,70.829,9.7353,3.1137,1,,,,,
3.80759,218.159,70.7898,9.69838,3.11037,1,,,,,
3.80859,218.216,70.7506,9.66186,3.10703,1,,,,,
3.80959,218.274,70.7113,9.62572,3.10367,1,,,,,
3.81059,218.331,70.672,9.58997,3.10029,1,,,,,
3.81159,218.388,70.6326,9.5546,3.09689,1,,,,,
3.81259,218.445,70.5932,9.5196,3.09348,1,,,,,
3.81359,218.503,70.5538,9.48497,3.09006,1,,,,,
3.81459,218.56,70.5144,9.4507,3.08661,1,,,,,
3.81559,218.617,70.4749,9.41679,3.08315,1,,,,,
3.81659,218.675,70.4354,9.38324,3.07967,1,,,,,
3.81759,218.732,70.3958,9.35003,3.07618,1,,,,,
3.81859,218.789,70.3562,9.31717,3.07267,1,,,,,
3.81959,218.847,70.3166,9.28465,3.06914,1,,,,,
3.82059,218.904,70.277,9.25246,3.06559,1,,,,,
3.82159,218.961,70.2373,9.2206,3.06203,1,,,,,
3.82259,219.018,70.1976,9.18907,3.05844,1,,,,,
3.82359,219.076,70.1578,9.15786,3.05485,1,,,,,
3.82459,219.133,70.1181,9.12696,3.05123,1,,,,,
3.82559,219.19,70.0782,9.09639,3.0476,1,,,,,
3.82659,219.248,70.0384,9.06612,3.04394,1,,,,,
3.82759,219.305,69.9985,9.03615,3.04027,1,,,,,
3.82859,219.362,69.9586,9.00649,3.03659,1,,,,,
3.82959,219.419,69.9187,8.97712,3.03288,1,,,,,
3.83059,219.477,69.8787,8.94805,3.02916,1,,,,,
3.83159,219.534,69.8387,8.91927,3.02542,1,,,,,
3.83259,219.591,69.7987,8.89078,3.02166,1,,,,,
3.83359,219.649,69.7587,8.86256,3.01788,1,,,,,
3.83459,219.706,69.7186,8.83463,3.01408,1,,,,,
3.83559,219.763,69.6785,8.80697,3.01027,1,,,,,
3.83659,219.821,69.6383,8.77959,3.00643,1,,,,,
3.83759,219.878,69.5982,8.75247,3.00258,1,,,,,
3.83859,219.935,69.558,8.72562,2.99871,1,,,,,
3.83959,219.992,69.5177,8.69904,2.99482,1,,,,,
3.84059,220.05,69.4775,8.67271,2.99091,1,,,,,
3.84159,220.107,69.4372,8.64663,2.98699,1,,,,,
3.84259,220.164,69.3969,8.62082,2.98304,1,,,,,
3.84359,220.222,69.3565,8.59525,2.97907,1,,,,,
3.84459,220.279,69.3162,8.56992,2.97509,1,,,,,
3.84559,220.336,69.2758,8.54484,2.97109,1,,,,,
3.84659,220.394,69.2354,8.52001,2.96706,1,,,,,
3.84759,220.451,69.1949,8.49541,2.96302,1,,,,,
3.84859,220.508,69.1545,8.47104,2.95896,1,,,,,
3.84959,220.565,69.114,8.44691,2.95487,1,,,,,
3.85059,220.623,69.0734,8.42301,2.95077,1,,,,,
3.85159,220.68,69.0329,8.39934,2.94665,1,,,,,
3.85259,220.737,68.9923,8.37589,2.94251,1,,,,,
3.85359,220.795,68.9517,8.35266,2.93835,1,,,,,
3.85459,220.852,68.9111,8.32965,2.93417,1,,,,,
3.85559,220.909,68.8705,8.30686,2.92996,1,,,,,
3.85659,220.966,68.8298,8.28428,2.92574,1,,,,,
3.85759,221.024,68.7891,8.26191,2.9215,1,,,,,
3.85859,221.081,68.7484,8.23976,2.91724,1,,,,,
3.85959,221.138,68.7077,8.21781,2.91295,1,,,,,
3.86059,221.196,68.6669,8.19606,2.90865,1,,,,,
3.86159,221.253,68.6261,8.17452,2.90432,1,,,,,
3.86259,221.31,68.5853,8.15318,2.89998,1,,,,,
3.86359,221.368,68.5445,8.13204,2.89561,1,,,,,
3.86459,221.425,68.5036,8.11109,2.89122,1,,,,,
3.86559,221.482,68.4628,8.09033,2.88682,1,,,,,
3.86659,221.539,68.4219,8.06977,2.88239,1,,,,,
3.86759,221.597,68.381,8.0494,2.87794,1,,,,,
3.86859,221.654,68.3401,8.02921,2.87346,1,,,,,
3.86959,221.711,68.2991,8.00921,2.86897,1,,,,,
3.87059,221.769,68.2582,7.98939,2.86445,1,,,,,
3.87159,221.826,68.2172,7.96976,2.85992,1,,,,,
3.87259,221.883,68.1762,7.9503,2.85536,1,,,,,
3.87359,221.941,68.1352,7.93102,2.85078,1,,,,,
3.87459,221.998,68.0941,7.91192,2.84618,1,,,,,
3.87559,222.055,68.0531,7.89299,2.84155,1,,,,,
3.87659,222.112,68.012,7.87423,2.83691,1,,,,,
3.87759,222.17,67.9709,7.85564,2.83224,1,,,,,
3.87859,222.227,67.9298,7.83722,2.82755,1,,,,,
3.87959,222.284,67.8887,7.81897,2.82283,1,,,,,
3.88059,222.342,67.8476,7.80088,2.8181,1,,,,,
3.88159,222.399,67.8064,7.78295,2.81334,1,,,,,
3.88259,222.456,67.7653,7.76518,2.80856,1,,,,,
3.88359,222.513,67.7241,7.74758,2.80376,1,,,,,
3.88459,222.571,67.6829,7.73013,2.79893,1,,,,,
3.88559,222.628,67.6417,7.71284,2.79408,1,,,,,
3.88659,222.685,67.6005,7.6957,2.78921,1,,,,,
3.88759,222.743,67.5593,7.67872,2.78432,1,,,,,
3.88859,222.8,67.518,7.66189,2.7794,1,,,,,
3.88959,222.857,67.4768,7.64521,2.77446,1,,,,,
3.89059,222.915,67.4355,7.62868,2.76949,1,,,,,
3.89159,222.972,67.3942,7.61229,2.7645,1,,,,,
3.89259,223.029,67.353,7.59605,2.75949,1,,,,,
3.89359,223.086,67.3117,7.57996,2.75446,1,,,,,
3.89459,223.144,67.2704,7.564,2.7494,1,,,,,
3.89559,223.201,67.2291,7.54819,2.74431,1,,,,,
3.89659,223.258,67.1877,7.53252,2.73921,1,,,,,
3.89759,223.316,67.1464,7.51699,2.73408,1,,,,,
3.89859,223.373,67.1051,7.50159,2.72892,1,,,,,
3.89959,223.43,67.0637,7.48633,2.72374,1,,,,,
3.90059,223.487,67.0224,7.47121,2.71854,1,,,,,
3.90159,223.545,66.9811,7.45621,2.71331,1,,,,,
3.90259,223.602,66.9397,7.44135,2.70806,1,,,,,
3.90359,223.659,66.8983,7.42662,2.70278,1,,,,,
3.90459,223.717,66.857,7.41203,2.69748,1,,,,,
3.90559,223.774,66.8156,7.39755,2.69216,1,,,,,
3.90659,223.831,66.7743,7.38321,2.68681,1,,,,,
3.90759,223.889,66.7329,7.36899,2.68143,1,,,,,
3.90859,223.946,66.6915,7.3549,2.67603,1,,,,,
3.90959,224.003,66.6502,7.34093,2.67061,1,,,,,
3.91059,224.06,66.6088,7.32708,2.66515,1,,,,,
3.91159,224.118,66.5674,7.31335,2.65968,1,,,,,
3.91259,224.175,66.526,7.29975,2.65418,1,,,,,
3.91359,224.232,66.4847,7.28626,2.64865,1,,,,,
3.91459,224.29,66.4433,7.27289,2.6431,1,,,,,
3.91559,224.347,66.4019,7.25964,2.63752,1,,,,,
3.91659,224.404,66.3606,7.2465,2.63192,1,,,,,
3.91759,224.462,66.3192,7.23348,2.62629,1,,,,,
3.91859,224.519,66.2779,7.22057,2.62063,1,,,,,
3.91959,224.576,66.2365,7.20777,2.61495,1,,,,,
3.92059,224.633,66.1952,7.19509,2.60924,1,,,,,
3.92159,224.691,66.1539,7.18251,2.60351,1,,,,,
3.92259,224.748,66.1126,7.17005,2.59775,1,,,,,
3.92359,224.805,66.0712,7.15769,2.59196,1,,,,,
3.92459,224.863,66.0299,7.14545,2.58615,1,,,,,
3.92559,224.92,65.9886,7.1333,2.58031,1,,,,,
3.92659,224.977,65.9474,7.12127,2.57445,1,,,,,
3.92759,225.034,65.8331,7.10934,2.56855,1,,,,,
3.92859,225.092,65.3572,7.09751,2.56263,1,,,,,
3.92959,225.149,64.8867,7.08579,2.55669,1,,,,,
3.93059,225.206,64.4214,7.07417,2.55072,1,,,,,
3.93159,225.264,63.9613,7.06265,2.54472,1,,,,,
3.93259,225.321,63.5063,7.05123,2.53869,1,,,,,
3.93359,225.378,63.0563,7.03991,2.53263,1,,,,,
3.93459,225.436,62.6112,7.02868,2.52655,1,,,,,
3.93559,225.493,62.1708,7.01756,2.52044,1,,,,,
3.93659,225.55,61.7352,7.00653,2.51431,1,,,,,
3.93759,225.607,61.3042,6.9956,2.50814,1,,,,,
