a, Eruling, Ebend
4.30959 , 63.8648, 56.2879
4.31059 , 62.4252, 56.1865
4.31159 , 60.988, 56.0872
4.31259 , 59.553, 55.9898
4.31359 , 58.12, 55.8945
4.31459 , 56.6886, 55.801
4.31559 , 55.2586, 55.7095
4.31659 , 53.8297, 55.62
4.31759 , 52.4016, 55.5323
4.31859 , 50.9741, 55.4465
4.31959 , 49.5469, 55.3625
4.32059 , 48.1197, 55.2804
4.32159 , 46.6921, 55.2002
4.32259 , 45.264, 55.1217
4.32359 , 43.835, 55.0451
4.32459 , 42.4048, 54.9702
4.32559 , 40.9731, 54.8972
4.32659 , 39.5395, 54.8258
4.32759 , 38.1038, 54.7563
4.32859 , 36.6655, 54.6884
4.32959 , 35.2244, 54.6223
4.33059 , 33.78, 54.5579
4.33159 , 32.3319, 54.497
4.33259 , 30.8798, 54.4456
4.33359 , 29.4233, 54.396
4.33459 , 27.9617, 54.348
4.33559 , 26.4942, 54.3017
4.33659 , 24.9375, 54.257
4.33759 , 23.3833, 54.2139
4.33859 , 21.8313, 54.1725
4.33959 , 20.2813, 54.1327
4.34059 , 13.0387, 54.0945
4.34159 , 10.068, 54.0578
4.34259 , 7.28613, 54.0228
4.34359 , 2.65621, 53.9893
4.34459 , 2.3282, 53.9574
4.34559 , 2.00074, 53.927
4.34659 , 0, 53.8982
4.34759 , 0, 53.871
4.34859 , 0, 53.8453
4.34959 , 0, 53.8211
4.35059 , 0, 53.7984
4.35159 , 0, 53.7772
4.35259 , 0, 53.7576
4.35359 , 0, 53.7395
4.35459 , 0, 53.7228
4.35559 , 0, 53.7077
4.35659 , 0, 53.694
4.35759 , 0, 53.6818
4.35859 , 0, 53.6711
4.35959 , 0, 53.6619
4.36059 , 0, 53.6542
4.36159 , 0, 53.6479
4.36259 , 0, 53.643
4.36359 , 0, 53.6396
4.36459 , 2.15099, 53.6377
4.36559 , 4.50188, 53.6372
4.36659 , 7.01856, 53.6381
4.36759 , 7.70129, 53.6405
4.36859 , 12.6071, 53.6444
4.36959 , 13.6477, 53.6496
4.37059 , 18.854, 53.6563
4.37159 , 20.1951, 53.6644
4.37259 , 21.5373, 53.674
4.37359 , 24.9222, 53.6849
4.37459 , 26.4079, 53.6973
4.37559 , 27.8952, 53.7111
4.37659 , 29.3843, 53.7264
4.37759 , 30.8753, 53.743
4.37859 , 32.3687, 53.7611
4.37959 , 33.8645, 53.7806
4.38059 , 35.363, 53.8014
4.38159 , 36.8645, 53.8238
4.38259 , 38.3692, 53.8475
4.38359 , 39.8773, 53.8726
4.38459 , 41.389, 53.8992
4.38559 , 42.9047, 53.9271
4.38659 , 44.4246, 53.9565
4.38759 , 45.9488, 53.9873
4.38859 , 47.4777, 54.0195
4.38959 , 49.0116, 54.0531
4.39059 , 50.5507, 54.0881
4.39159 , 52.0952, 54.1246
4.39259 , 53.6455, 54.1624
4.39359 , 55.0863, 54.2017
4.39459 , 56.4614, 53.6274
4.39559 , 57.7278, 53.6667
4.39659 , 58.99, 53.7073
4.39759 , 60.2485, 53.7494
4.39859 , 61.5034, 53.7929
4.39959 , 62.755, 53.8378
4.40059 , 64.0036, 53.8841
4.40159 , 65.2493, 53.9319
4.40259 , 66.4926, 53.9811
4.40359 , 67.7335, 54.0317
4.40459 , 68.9723, 54.0837
4.40559 , 70.2092, 54.1372
4.40659 , 71.4445, 54.1922
4.40759 , 72.6784, 54.2485
4.40859 , 73.911, 54.3064
4.40959 , 75.1426, 54.3656
4.41059 , 76.3733, 54.4264
4.41159 , 77.6034, 54.4886
4.41259 , 78.8331, 54.5523
4.41359 , 80.0625, 54.6175
4.41459 , 81.2918, 54.6841
4.41559 , 82.5213, 54.7522
4.41659 , 83.751, 54.8219
4.41759 , 84.9812, 54.893
4.41859 , 86.2121, 54.9657
4.41959 , 87.4438, 55.0398
4.42059 , 88.6766, 55.1155
4.42159 , 89.9105, 55.1927
4.42259 , 91.1458, 55.2715
4.42359 , 92.3826, 55.3518
4.42459 , 93.6212, 55.4336
4.42559 , 94.8616, 55.517
4.42659 , 96.1042, 55.602
4.42759 , 97.3489, 55.6886
4.42859 , 98.5961, 55.7768
4.42959 , 99.8459, 55.8665
4.43059 , 101.099, 55.9579
4.43159 , 102.354, 56.0509
4.43259 , 103.613, 56.1455
4.43359 , 104.875, 56.2417
4.43459 , 106.14, 56.3396
4.43559 , 107.409, 56.4392
4.43659 , 108.614, 56.5404
4.43759 , 109.651, 56.6434
4.43859 , 110.602, 56.0293
4.43959 , 111.477, 56.1329
4.44059 , 112.349, 56.2382
4.44159 , 113.219, 56.3453
4.44259 , 116.164, 56.454
4.44359 , 117.135, 56.5646
4.44459 , 118.104, 56.6768
4.44559 , 119.073, 56.7909
4.44659 , 120.04, 56.9068
4.44759 , 121.006, 57.0244
4.44859 , 121.972, 57.1439
4.44959 , 122.938, 57.2652
4.45059 , 123.903, 57.3883
4.45159 , 124.868, 57.5133
4.45259 , 125.833, 57.6402
4.45359 , 126.798, 57.769
4.45459 , 127.763, 57.8997
4.45559 , 128.729, 58.0324
4.45659 , 129.696, 58.167
4.45759 , 130.664, 58.3035
4.45859 , 131.633, 58.4421
4.45959 , 132.604, 58.5826
4.46059 , 133.576, 58.7252
4.46159 , 134.55, 58.8698
4.46259 , 135.526, 59.0165
4.46359 , 136.504, 59.1653
4.46459 , 137.485, 59.3162
4.46559 , 138.468, 59.4692
4.46659 , 139.455, 59.6244
4.46759 , 140.445, 59.7817
4.46859 , 141.439, 59.9412
4.46959 , 142.437, 60.103
4.47059 , 143.439, 60.2669
4.47159 , 144.446, 60.4332
4.47259 , 145.459, 60.6017
4.47359 , 146.476, 60.7726
4.47459 , 147.5, 60.9458
4.47559 , 148.53, 61.1214
4.47659 , 149.567, 61.2994
4.47759 , 150.612, 61.4798
4.47859 , 151.665, 61.6626
4.47959 , 152.726, 61.848
4.48059 , 153.797, 62.0358
4.48159 , 154.878, 62.2262
4.48259 , 155.97, 62.4192
4.48359 , 157.074, 62.6147
4.48459 , 158.191, 62.8129
4.48559 , 159.322, 63.0138
4.48659 , 160.468, 63.2174
4.48759 , 161.63, 63.4237
4.48859 , 162.81, 63.6328
4.48959 , 164.01, 63.8447
4.49059 , 165.23, 64.0594
4.49159 , 166.474, 64.277
4.49259 , 167.743, 64.4975
4.49359 , 169.041, 64.721
4.49459 , 170.369, 64.9475
4.49559 , 171.731, 65.177
4.49659 , 173.084, 65.4096
4.49759 , 174.296, 65.6454
4.49859 , 175.553, 65.8842
4.49959 , 176.722, 66.1263
4.50059 , 177.41, 66.3717
4.50159 , 178.096, 66.6203
4.50259 , 178.78, 66.8723
4.50359 , 179.462, 67.1277
4.50459 , 180.141, 67.3865
4.50559 , 180.818, 67.6489
4.50659 , 181.494, 67.9147
4.50759 , 182.167, 68.1842
4.50859 , 182.838, 68.4573
4.50959 , 183.468, 68.2785
4.51059 , 184.014, 68.5579
4.51159 , 184.557, 68.8412
4.51259 , 185.097, 69.1283
4.51359 , 185.636, 69.4194
4.51459 , 186.171, 69.7145
4.51559 , 186.704, 70.0136
4.51659 , 187.235, 70.3169
4.51759 , 187.764, 70.6244
4.51859 , 188.29, 70.9361
4.51959 , 188.814, 71.2522
4.52059 , 189.335, 71.5726
4.52159 , 189.855, 71.8976
4.52259 , 190.372, 72.227
4.52359 , 190.887, 72.5612
4.52459 , 191.4, 72.9
4.52559 , 191.911, 73.2436
4.52659 , 192.419, 73.592
4.52759 , 192.926, 73.9454
4.52859 , 193.431, 74.3039
4.52959 , 193.934, 74.6674
4.53059 , 194.434, 75.0362
4.53159 , 194.933, 75.4103
4.53259 , 195.43, 75.7898
4.53359 , 195.925, 76.1747
4.53459 , 196.418, 76.5653
4.53559 , 196.91, 76.9616
4.53659 , 197.399, 77.3637
4.53759 , 197.887, 77.7716
4.53859 , 198.373, 78.1856
4.53959 , 198.857, 78.6058
4.54059 , 199.34, 79.0322
4.54159 , 199.82, 79.465
4.54259 , 200.3, 79.9042
4.54359 , 200.777, 80.3501
4.54459 , 201.253, 80.8027
4.54559 , 201.727, 81.2622
4.54659 , 202.2, 81.7287
4.54759 , 202.671, 82.2024
4.54859 , 203.141, 82.6834
4.54959 , 203.609, 83.1718
4.55059 , 204.075, 83.6678
4.55159 , 204.54, 84.1716
4.55259 , 205.004, 84.6833
4.55359 , 205.466, 85.2031
4.55459 , 205.927, 85.7311
4.55559 , 206.386, 86.2675
4.55659 , 206.844, 86.8126
4.55759 , 207.3, 87.3664
4.55859 , 207.755, 87.9292
4.55959 , 208.209, 88.5012
4.56059 , 208.661, 89.0826
4.56159 , 209.113, 89.6735
4.56259 , 209.562, 90.2743
4.56359 , 210.011, 90.885
4.56459 , 210.458, 91.506
4.56559 , 210.904, 92.1375
4.56659 , 211.349, 92.7797
4.56759 , 211.792, 93.4328
4.56859 , 212.235, 94.0972
4.56959 , 212.676, 94.773
4.57059 , 213.116, 95.4606
4.57159 , 213.554, 96.1603
4.57259 , 213.992, 96.8722
4.57359 , 214.429, 97.5968
4.57459 , 214.864, 98.3343
4.57559 , 215.298, 99.0851
4.57659 , 215.731, 99.8495
4.57759 , 216.163, 100.628
4.57859 , 216.594, 101.42
4.57959 , 217.024, 102.227
4.58059 , 217.453, 103.05
4.58159 , 217.881, 103.887
4.58259 , 218.307, 104.741
4.58359 , 218.733, 105.61
4.58459 , 219.158, 106.496
4.58559 , 219.582, 107.4
4.58659 , 220.005, 108.321
4.58759 , 220.426, 109.26
4.58859 , 220.847, 110.217
4.58959 , 221.267, 111.193
4.59059 , 221.686, 112.189
4.59159 , 222.104, 113.206
4.59259 , 222.521, 114.242
4.59359 , 222.938, 115.3
4.59459 , 223.353, 116.38
4.59559 , 223.767, 117.483
4.59659 , 224.181, 118.609
4.59759 , 224.594, 119.758
4.59859 , 225.006, 120.932
4.59959 , 225.417, 122.132
4.60059 , 225.827, 123.358
4.60159 , 226.236, 124.61
4.60259 , 226.645, 125.89
4.60359 , 227.053, 127.199
4.60459 , 227.46, 128.538
4.60559 , 227.866, 129.907
4.60659 , 228.271, 131.307
4.60759 , 228.676, 132.74
4.60859 , 229.08, 134.206
4.60959 , 229.483, 135.707
4.61059 , 229.886, 137.244
4.61159 , 230.207, 138.817
4.61259 , 230.477, 140.43
4.61359 , 230.746, 142.081
4.61459 , 231.014, 143.774
4.61559 , 231.282, 145.509
4.61659 , 231.548, 147.288
4.61759 , 231.813, 149.113
4.61859 , 232.077, 150.984
4.61959 , 232.341, 152.905
4.62059 , 232.603, 154.876
4.62159 , 232.865, 156.9
4.62259 , 233.125, 158.979
4.62359 , 233.385, 161.114
4.62459 , 233.644, 163.308
4.62559 , 233.902, 165.563
4.62659 , 234.159, 167.882
4.62759 , 234.415, 170.268
4.62859 , 234.67, 172.722
4.62959 , 234.924, 175.247
4.63059 , 235.178, 177.848
4.63159 , 235.43, 180.526
4.63259 , 235.682, 183.285
4.63359 , 235.933, 186.129
4.63459 , 236.183, 189.061
4.63559 , 236.432, 192.085
4.63659 , 236.68, 195.205
4.63759 , 236.928, 198.426
4.63859 , 237.174, 201.752
4.63959 , 237.42, 205.188
4.64059 , 237.665, 208.74
4.64159 , 237.909, 212.411
4.64259 , 238.153, 216.21
4.64359 , 238.395, 220.141
4.64459 , 238.637, 224.21
4.64559 , 238.878, 228.426
4.64659 , 239.118, 232.796
4.64759 , 239.357, 237.327
4.64859 , 239.596, 242.027
4.64959 , 239.834, 246.907
4.65059 , 240.071, 251.975
4.65159 , 240.307, 257.241
4.65259 , 240.543, 262.717
4.65359 , 240.777, 268.414
4.65459 , 241.011, 274.345
4.65559 , 241.245, 280.524
4.65659 , 241.477, 286.964
4.65759 , 241.709, 293.682
4.65859 , 241.94, 300.695
4.65959 , 242.17, 308.019
4.66059 , 242.4, 315.676
4.66159 , 242.629, 323.686
4.66259 , 242.857, 332.072
4.66359 , 243.084, 340.859
4.66459 , 243.311, 350.074
4.66559 , 243.537, 359.745
4.66659 , 243.762, 369.904
4.66759 , 243.987, 380.587
4.66859 , 244.211, 391.83
4.66959 , 244.434, 403.675
4.67059 , 244.657, 416.166
4.67159 , 244.879, 429.354
4.67259 , 245.1, 443.292
4.67359 , 245.32, 458.039
4.67459 , 245.54, 473.662
4.67559 , 245.759, 490.234
4.67659 , 245.978, 507.833
4.67759 , 246.196, 526.549
4.67859 , 246.413, 546.481
4.67959 , 246.629, 567.74
4.68059 , 246.845, 590.446
4.68159 , 247.06, 614.739
4.68259 , 247.275, 640.772
4.68359 , 247.489, 668.72
4.68459 , 247.702, 698.776
4.68559 , 247.915, 731.164
4.68659 , 248.127, 766.134
4.68759 , 248.339, 803.974
4.68859 , 248.549, 845.01
4.68959 , 248.76, 889.619
4.69059 , 248.969, 938.232
4.69159 , 249.178, 991.351
4.69259 , 249.358, 1049.34
4.69359 , 249.519, 1113.31
4.69459 , 249.678, 1183.84
4.69559 , 249.837, 1261.87
4.69659 , 249.996, 1348.51
4.69759 , 250.154, 1445.09
4.69859 , 250.311, 1553.19
4.69959 , 250.468, 1674.75
4.70059 , 250.624, 1812.11
4.70159 , 250.78, 1968.14
4.70259 , 250.935, 2146.42
4.70359 , 251.089, 2351.4
4.70459 , 251.244, 2588.72
4.70559 , 251.397, 2865.58
4.70659 , 251.55, 3191.33
4.70759 , 251.703, 3578.22
4.70859 , 251.855, 4042.63
4.70959 , 252.006, 4606.76
4.71059 , 252.157, 5301.45
4.71159 , 252.307, 6170.4
4.71259 , 252.457, 7277.23
4.71359 , 252.606, 8717.57
4.71459 , 252.755, 10640.3
4.71559 , 252.904, 13287.9
4.71659 , 253.052, 17076.6
4.71759 , 253.199, 22770.5
4.71859 , 253.346, 31900.3
4.71959 , 253.492, 47909.7
4.72059 , 253.638, 79952.1
4.72159 , 253.783, 159603
4.72259 , 253.928, 463637
4.72359 , 254.072, 5.31952e+06
4.72459 , 254.216, 2.76319e+06
4.72559 , 254.36, 373456
4.72659 , 254.503, 140245
4.72759 , 254.645, 72936.1
4.72859 , 254.787, 44633.5
4.72959 , 254.929, 30125.8
4.73059 , 255.07, 21712.9
4.73159 , 255.21, 16404.1
4.73259 , 255.35, 12841
4.73359 , 255.49, 10334.6
4.73459 , 255.629, 8505.2
4.73559 , 255.768, 7129.34
4.73659 , 255.906, 6068.8
4.73759 , 256.044, 5234.23
4.73859 , 256.182, 4565.86
4.73959 , 256.319, 4022.45
4.74059 , 256.455, 3574.78
4.74159 , 256.591, 3201.73
4.74259 , 256.727, 2887.7
4.74359 , 256.862, 2620.95
4.74459 , 256.997, 2392.55
4.74559 , 257.131, 2195.55
4.74659 , 257.265, 2024.55
4.74759 , 257.398, 1875.25
4.74859 , 257.531, 1744.19
4.74959 , 257.664, 1628.6
4.75059 , 257.796, 1526.21
4.75159 , 257.928, 1435.16
4.75259 , 258.059, 1353.9
4.75359 , 258.19, 1281.15
4.75459 , 258.32, 1215.83
4.75559 , 258.451, 1157.04
4.75659 , 258.58, 1103.98
4.75759 , 258.71, 1056.02
4.75859 , 258.838, 1012.59
4.75959 , 258.967, 973.207
4.76059 , 259.095, 937.447
4.76159 , 259.223, 904.953
4.76259 , 259.35, 875.409
4.76359 , 259.477, 848.541
4.76459 , 259.603, 824.11
4.76559 , 259.729, 801.906
4.76659 , 259.855, 781.745
4.76759 , 259.98, 763.463
4.76859 , 260.105, 746.92
4.76959 , 260.23, 731.988
4.77059 , 260.354, 718.558
4.77159 , 260.477, 706.532
4.77259 , 260.601, 695.823
4.77359 , 260.724, 686.358
4.77459 , 260.846, 678.069
4.77559 , 260.969, 670.9
4.77659 , 261.09, 664.8
4.77759 , 261.212, 659.728
4.77859 , 261.333, 655.647
4.77959 , 261.454, 652.526
4.78059 , 261.574, 650.342
4.78159 , 261.694, 649.075
4.78259 , 261.814, 648.712
4.78359 , 261.933, 649.244
4.78459 , 262.052, 650.667
4.78559 , 262.171, 652.981
4.78659 , 262.289, 656.192
4.78759 , 262.407, 660.311
4.78859 , 262.524, 665.353
4.78959 , 262.641, 671.338
4.79059 , 262.758, 678.293
4.79159 , 262.875, 686.249
4.79259 , 262.991, 695.245
4.79359 , 263.107, 705.323
4.79459 , 263.222, 716.536
4.79559 , 263.337, 728.943
4.79659 , 263.452, 742.611
4.79759 , 263.566, 757.617
4.79859 , 263.68, 774.05
4.79959 , 263.794, 792.008
4.80059 , 263.907, 811.604
4.80159 , 264.021, 832.966
4.80259 , 264.133, 856.238
4.80359 , 264.246, 881.585
4.80459 , 264.358, 909.193
4.80559 , 264.469, 939.276
4.80659 , 264.581, 972.075
4.80759 , 264.692, 1007.87
4.80859 , 264.803, 1046.97
4.80959 , 264.913, 1089.76
4.81059 , 265.023, 1136.64
4.81159 , 265.133, 1188.11
4.81259 , 265.243, 1244.75
4.81359 , 265.352, 1307.21
4.81459 , 265.461, 1376.27
4.81559 , 265.569, 1452.87
4.81659 , 265.677, 1538.09
4.81759 , 265.785, 1633.23
4.81859 , 265.893, 1739.89
4.81959 , 266, 1859.94
4.82059 , 266.107, 1995.71
4.82159 , 266.214, 2150.04
4.82259 , 266.32, 2326.46
4.82359 , 266.427, 2529.4
4.82459 , 266.532, 2764.45
4.82559 , 266.638, 3038.77
4.82659 , 266.743, 3361.65
4.82759 , 266.848, 3745.32
4.82859 , 266.952, 4206.14
4.82959 , 267.057, 4766.36
4.83059 , 267.161, 5456.93
4.83159 , 267.264, 6321.88
4.83259 , 267.368, 7425.56
4.83359 , 267.471, 8865.09
4.83459 , 267.574, 10792.5
4.83559 , 267.676, 13456.9
4.83659 , 267.779, 17289.2
4.83759 , 267.881, 23089.1
4.83859 , 267.982, 32479.1
4.83959 , 268.084, 49177.9
4.84059 , 268.185, 83344.7
4.84159 , 268.286, 171676
4.84259 , 268.386, 541004
4.84359 , 268.487, 1.08522e+07
4.84459 , 268.587, 1.7641e+06
4.84559 , 268.686, 305908
4.84659 , 268.786, 122269
4.84759 , 268.885, 65537.7
4.84859 , 268.984, 40898.9
4.84959 , 269.082, 28030
4.85059 , 269.181, 20478.1
4.85159 , 269.279, 15675.6
4.85259 , 269.377, 12436.9
4.85359 , 269.474, 10153.3
4.85459 , 269.572, 8485.93
4.85559 , 269.669, 7234.36
4.85659 , 269.765, 6273.71
4.85759 , 269.862, 5522.96
4.85859 , 269.958, 4927.76
4.85959 , 270.054, 4450.57
4.86059 , 270.15, 4064.79
4.86159 , 270.245, 3751.26
4.86259 , 270.34, 3495.88
4.86359 , 270.435, 3288.17
4.86459 , 270.53, 3120.27
4.86559 , 270.624, 2986.23
4.86659 , 270.719, 2881.58
4.86759 , 270.812, 2802.97
4.86859 , 270.906, 2747.98
4.86959 , 271, 2714.92
4.87059 , 271.093, 2702.74
4.87159 , 271.186, 2710.99
4.87259 , 271.278, 2739.75
4.87359 , 271.371, 2789.66
4.87459 , 271.463, 2861.96
4.87559 , 271.555, 2958.52
4.87659 , 271.646, 3081.99
4.87759 , 271.738, 3235.96
4.87859 , 271.829, 3425.17
4.87959 , 271.92, 3655.85
4.88059 , 272.011, 3936.23
4.88159 , 272.101, 4277.19
4.88259 , 272.191, 4693.25
4.88359 , 272.281, 5204.1
4.88459 , 272.371, 5836.82
4.88559 , 272.461, 6629.44
4.88659 , 272.55, 7636.57
4.88759 , 272.639, 8938.86
4.88859 , 272.728, 10659.4
4.88959 , 272.816, 12993.3
4.89059 , 272.905, 16265.4
4.89159 , 272.993, 21048.3
4.89259 , 273.081, 28430.2
4.89359 , 273.168, 40690.9
4.89459 , 273.256, 63294.8
4.89559 , 273.343, 112220
4.89659 , 273.43, 252438
4.89759 , 273.517, 1.01582e+06
