a, Fruling'
2.25425 , 12.7889
2.25525 , 12.8069
2.25625 , 12.8249
2.25725 , 12.8428
2.25825 , 12.8608
2.25925 , 12.8787
2.26025 , 12.8966
2.26125 , 12.9146
2.26225 , 12.9325
2.26325 , 12.9504
2.26425 , 12.9683
2.26525 , 12.9862
2.26625 , 13.0041
2.26725 , 13.022
2.26825 , 13.0399
2.26925 , 13.0577
2.27025 , 13.0756
2.27125 , 13.0934
2.27225 , 13.1113
2.27325 , 13.1291
2.27425 , 13.147
2.27525 , 13.1648
2.27625 , 13.1826
2.27725 , 13.2004
2.27825 , 13.2182
2.27925 , 13.236
2.28025 , 13.2538
2.28125 , 13.2715
2.28225 , 13.2893
2.28325 , 13.3071
2.28425 , 13.3248
2.28525 , 13.3425
2.28625 , 13.3603
2.28725 , 13.378
2.28825 , 13.3957
2.28925 , 13.4134
2.29025 , 13.4311
2.29125 , 13.4488
2.29225 , 13.4665
2.29325 , 13.4842
2.29425 , 13.5018
2.29525 , 13.5195
2.29625 , 13.5371
2.29725 , 13.5548
2.29825 , 13.5724
2.29925 , 13.59
2.30025 , 13.6076
2.30125 , 13.6252
2.30225 , 13.6428
2.30325 , 13.6604
2.30425 , 13.678
2.30525 , 13.6955
2.30625 , 13.7131
2.30725 , 13.7306
2.30825 , 13.7482
2.30925 , 13.7657
2.31025 , 13.7832
2.31125 , 13.8007
2.31225 , 13.8182
2.31325 , 13.8357
2.31425 , 13.8532
2.31525 , 13.8706
2.31625 , 13.8881
2.31725 , 13.9055
2.31825 , 13.923
2.31925 , 13.9404
2.32025 , 13.9578
2.32125 , 13.9752
2.32225 , 13.9926
2.32325 , 14.01
2.32425 , 14.0274
2.32525 , 14.0448
2.32625 , 14.0621
2.32725 , 14.0795
2.32825 , 14.0968
2.32925 , 14.1142
2.33025 , 14.1315
2.33125 , 14.1488
2.33225 , 14.1661
2.33325 , 14.1834
2.33425 , 14.2007
2.33525 , 14.2179
2.33625 , 14.2352
2.33725 , 14.2524
2.33825 , 14.2697
2.33925 , 14.2869
2.34025 , 14.3041
2.34125 , 14.3213
2.34225 , 14.3385
2.34325 , 14.3557
2.34425 , 14.3728
2.34525 , 14.39
2.34625 , 14.4072
2.34725 , 14.4243
2.34825 , 14.4414
2.34925 , 14.4585
2.35025 , 14.4756
2.35125 , 14.4927
2.35225 , 14.5098
2.35325 , 14.5269
2.35425 , 14.5439
2.35525 , 14.561
2.35625 , 14.578
2.35725 , 14.5951
2.35825 , 14.6121
2.35925 , 14.6291
2.36025 , 14.6461
2.36125 , 14.663
2.36225 , 14.68
2.36325 , 14.697
2.36425 , 14.7139
2.36525 , 14.7309
2.36625 , 14.7478
2.36725 , 14.7647
2.36825 , 14.7816
2.36925 , 14.7985
2.37025 , 14.8153
2.37125 , 14.8322
2.37225 , 14.8491
2.37325 , 14.8659
2.37425 , 14.8827
2.37525 , 14.8995
2.37625 , 14.9163
2.37725 , 14.9331
2.37825 , 14.9499
2.37925 , 14.9667
2.38025 , 14.9834
2.38125 , 15.0002
2.38225 , 15.0169
2.38325 , 15.0336
2.38425 , 15.0503
2.38525 , 15.067
2.38625 , 15.0837
2.38725 , 15.1004
2.38825 , 15.117
2.38925 , 15.1337
2.39025 , 15.1503
2.39125 , 15.1669
2.39225 , 15.1835
2.39325 , 15.2001
2.39425 , 15.2167
2.39525 , 15.2333
2.39625 , 15.2498
2.39725 , 15.2663
2.39825 , 15.2829
2.39925 , 15.2994
2.40025 , 15.3159
2.40125 , 15.3324
2.40225 , 15.3489
2.40325 , 15.3653
2.40425 , 15.3818
2.40525 , 15.3982
2.40625 , 15.4146
2.40725 , 15.431
2.40825 , 15.4474
2.40925 , 15.4638
2.41025 , 15.4802
2.41125 , 15.4965
2.41225 , 15.5129
2.41325 , 15.5292
2.41425 , 15.5455
2.41525 , 15.5618
2.41625 , 15.5781
2.41725 , 15.5944
2.41825 , 15.6107
2.41925 , 15.6269
2.42025 , 15.6431
2.42125 , 15.6594
2.42225 , 15.6756
2.42325 , 15.6918
2.42425 , 15.7079
2.42525 , 15.7241
2.42625 , 15.7403
2.42725 , 15.7564
2.42825 , 15.7725
2.42925 , 15.7886
2.43025 , 15.8047
2.43125 , 15.8208
2.43225 , 15.8369
2.43325 , 15.8529
2.43425 , 15.869
2.43525 , 15.885
2.43625 , 15.901
2.43725 , 15.917
2.43825 , 15.933
2.43925 , 15.949
2.44025 , 15.9649
2.44125 , 15.9809
2.44225 , 15.9968
2.44325 , 16.0127
2.44425 , 16.0286
2.44525 , 16.0445
2.44625 , 16.0603
2.44725 , 16.0762
2.44825 , 16.092
2.44925 , 16.1078
2.45025 , 16.1237
2.45125 , 16.1394
2.45225 , 16.1552
2.45325 , 16.171
2.45425 , 16.1867
2.45525 , 16.2025
2.45625 , 16.2182
2.45725 , 16.2339
2.45825 , 16.2496
2.45925 , 16.2653
2.46025 , 16.2809
2.46125 , 16.2966
2.46225 , 16.3122
2.46325 , 16.3278
2.46425 , 16.3434
2.46525 , 16.359
2.46625 , 16.3746
2.46725 , 16.3901
2.46825 , 16.4056
2.46925 , 16.4212
2.47025 , 16.4367
2.47125 , 16.4522
2.47225 , 16.4676
2.47325 , 16.4831
2.47425 , 16.4985
2.47525 , 16.514
2.47625 , 16.5294
2.47725 , 16.5448
2.47825 , 16.5602
2.47925 , 16.5755
2.48025 , 16.5909
2.48125 , 16.6062
2.48225 , 16.6215
2.48325 , 16.6368
2.48425 , 16.6521
2.48525 , 16.6674
2.48625 , 16.6827
2.48725 , 16.6979
2.48825 , 16.7131
2.48925 , 16.7283
2.49025 , 16.7435
2.49125 , 16.7587
2.49225 , 16.7739
2.49325 , 16.789
2.49425 , 16.8041
2.49525 , 16.8192
2.49625 , 16.8343
2.49725 , 16.8494
2.49825 , 16.8645
2.49925 , 16.8795
2.50025 , 16.8946
2.50125 , 16.9096
2.50225 , 16.9246
2.50325 , 16.9396
2.50425 , 16.9545
2.50525 , 16.9695
2.50625 , 16.9844
2.50725 , 16.9993
2.50825 , 17.0142
2.50925 , 17.0291
2.51025 , 17.044
2.51125 , 17.0588
2.51225 , 17.0736
2.51325 , 17.0885
2.51425 , 17.1033
2.51525 , 17.118
2.51625 , 17.1328
2.51725 , 17.1475
2.51825 , 17.1623
2.51925 , 17.177
2.52025 , 17.1917
2.52125 , 17.2064
2.52225 , 17.221
2.52325 , 17.2357
2.52425 , 17.2503
2.52525 , 17.2649
2.52625 , 17.2795
2.52725 , 17.2941
2.52825 , 17.3087
2.52925 , 17.3232
2.53025 , 17.3377
2.53125 , 17.3522
2.53225 , 17.3667
2.53325 , 17.3812
2.53425 , 17.3957
2.53525 , 17.4101
2.53625 , 17.4245
2.53725 , 17.4389
2.53825 , 17.4533
2.53925 , 17.4677
2.54025 , 17.482
2.54125 , 17.4964
2.54225 , 17.5107
2.54325 , 17.525
2.54425 , 17.5393
2.54525 , 17.5535
2.54625 , 17.5678
2.54725 , 17.582
2.54825 , 17.5962
2.54925 , 17.6104
2.55025 , 17.6246
2.55125 , 17.6387
2.55225 , 17.6529
2.55325 , 17.667
2.55425 , 17.6811
2.55525 , 17.6952
2.55625 , 17.7093
2.55725 , 17.7233
2.55825 , 17.7373
2.55925 , 17.7514
2.56025 , 17.7654
2.56125 , 17.7793
2.56225 , 17.7933
2.56325 , 17.8072
2.56425 , 17.8212
2.56525 , 17.8351
2.56625 , 17.849
2.56725 , 17.8628
2.56825 , 17.8767
2.56925 , 17.8905
2.57025 , 17.9043
2.57125 , 17.9181
2.57225 , 17.9319
2.57325 , 17.9456
2.57425 , 17.9594
2.57525 , 17.9731
2.57625 , 17.9868
2.57725 , 18.0005
2.57825 , 18.0142
2.57925 , 18.0278
2.58025 , 18.0414
2.58125 , 18.055
2.58225 , 18.0686
2.58325 , 18.0822
2.58425 , 18.0958
2.58525 , 18.1093
2.58625 , 18.1228
2.58725 , 18.1363
2.58825 , 18.1498
2.58925 , 18.1632
2.59025 , 18.1767
2.59125 , 18.1901
2.59225 , 18.2035
2.59325 , 18.2169
2.59425 , 18.2303
2.59525 , 18.2436
2.59625 , 18.2569
2.59725 , 18.2702
2.59825 , 18.2835
2.59925 , 18.2968
2.60025 , 18.31
2.60125 , 18.3233
2.60225 , 18.3365
2.60325 , 18.3497
2.60425 , 18.3629
2.60525 , 18.376
2.60625 , 18.3891
2.60725 , 18.4023
2.60825 , 18.4153
2.60925 , 18.4284
2.61025 , 18.4415
2.61125 , 18.4545
2.61225 , 18.4675
2.61325 , 18.4805
2.61425 , 18.4935
2.61525 , 18.5065
2.61625 , 18.5194
2.61725 , 18.5323
2.61825 , 18.5452
2.61925 , 18.5581
2.62025 , 18.571
2.62125 , 18.5838
2.62225 , 18.5966
2.62325 , 18.6094
2.62425 , 18.6222
2.62525 , 18.635
2.62625 , 18.6477
2.62725 , 18.6605
2.62825 , 18.6732
2.62925 , 18.6858
2.63025 , 18.6985
2.63125 , 18.7111
2.63225 , 18.7238
2.63325 , 18.7364
2.63425 , 18.749
2.63525 , 18.7615
2.63625 , 18.7741
2.63725 , 18.7866
2.63825 , 18.7991
2.63925 , 18.8116
2.64025 , 18.824
2.64125 , 18.8365
2.64225 , 18.8489
2.64325 , 18.8613
2.64425 , 18.8737
2.64525 , 18.886
2.64625 , 18.8984
2.64725 , 18.9107
2.64825 , 18.923
2.64925 , 18.9353
2.65025 , 18.9475
2.65125 , 18.9598
2.65225 , 18.972
2.65325 , 18.9842
2.65425 , 18.9964
2.65525 , 19.0085
2.65625 , 19.0207
2.65725 , 19.0328
2.65825 , 19.0449
2.65925 , 19.057
2.66025 , 19.069
2.66125 , 19.081
2.66225 , 19.0931
2.66325 , 19.1051
2.66425 , 19.117
2.66525 , 19.129
2.66625 , 19.1409
2.66725 , 19.1528
2.66825 , 19.1647
2.66925 , 19.1766
2.67025 , 19.1884
2.67125 , 19.2002
2.67225 , 19.2121
2.67325 , 19.2238
2.67425 , 19.2356
2.67525 , 19.2473
2.67625 , 19.2591
2.67725 , 19.2708
2.67825 , 19.2824
2.67925 , 19.2941
2.68025 , 19.3057
2.68125 , 19.3174
2.68225 , 19.329
2.68325 , 19.3405
2.68425 , 19.3521
2.68525 , 19.3636
2.68625 , 19.3751
2.68725 , 19.3866
2.68825 , 19.3981
2.68925 , 19.4095
2.69025 , 19.421
2.69125 , 19.4324
2.69225 , 19.4437
2.69325 , 19.4551
2.69425 , 19.4664
2.69525 , 19.4778
2.69625 , 19.4891
2.69725 , 19.5003
2.69825 , 19.5116
2.69925 , 19.5228
2.70025 , 19.534
2.70125 , 19.5452
2.70225 , 19.5564
2.70325 , 19.5675
2.70425 , 19.5787
2.70525 , 19.5898
2.70625 , 19.6008
2.70725 , 19.6119
2.70825 , 19.6229
2.70925 , 19.634
2.71025 , 19.645
2.71125 , 19.6559
2.71225 , 19.6669
2.71325 , 19.6778
2.71425 , 19.6887
2.71525 , 19.6996
2.71625 , 19.7105
2.71725 , 19.7213
2.71825 , 19.7321
2.71925 , 19.7429
2.72025 , 19.7537
2.72125 , 19.7645
2.72225 , 19.7752
2.72325 , 19.7859
2.72425 , 19.7966
2.72525 , 19.8073
2.72625 , 19.8179
2.72725 , 19.8285
2.72825 , 19.8391
2.72925 , 19.8497
2.73025 , 19.8603
2.73125 , 19.8708
2.73225 , 19.8813
2.73325 , 19.8918
2.73425 , 19.9023
2.73525 , 19.9127
2.73625 , 19.9232
2.73725 , 19.9336
2.73825 , 19.944
2.73925 , 19.9543
2.74025 , 19.9646
2.74125 , 19.975
2.74225 , 19.9852
2.74325 , 19.9955
2.74425 , 20.0058
2.74525 , 20.016
2.74625 , 20.0262
2.74725 , 20.0364
2.74825 , 20.0465
2.74925 , 20.0567
2.75025 , 20.0668
2.75125 , 20.0769
2.75225 , 20.0869
2.75325 , 20.097
2.75425 , 20.107
2.75525 , 20.117
2.75625 , 20.127
2.75725 , 20.1369
2.75825 , 20.1469
2.75925 , 20.1568
2.76025 , 20.1667
2.76125 , 20.1765
2.76225 , 20.1864
2.76325 , 20.1962
2.76425 , 20.206
2.76525 , 20.2157
2.76625 , 20.2255
2.76725 , 20.2352
2.76825 , 20.2449
2.76925 , 20.2546
2.77025 , 20.2643
2.77125 , 20.2739
2.77225 , 20.2835
2.77325 , 20.2931
2.77425 , 20.3027
2.77525 , 20.3122
2.77625 , 20.3217
2.77725 , 20.3312
2.77825 , 20.3407
2.77925 , 20.3502
2.78025 , 20.3596
2.78125 , 20.369
2.78225 , 20.3784
2.78325 , 20.3878
2.78425 , 20.3971
2.78525 , 20.4064
2.78625 , 20.4157
2.78725 , 20.425
2.78825 , 20.4342
2.78925 , 20.4434
2.79025 , 20.4526
2.79125 , 20.4618
2.79225 , 20.471
2.79325 , 20.4801
2.79425 , 20.4892
2.79525 , 20.4983
2.79625 , 20.5074
2.79725 , 20.5164
2.79825 , 20.5254
2.79925 , 20.5344
2.80025 , 20.5434
2.80125 , 20.5523
2.80225 , 20.5612
2.80325 , 20.5701
2.80425 , 20.579
2.80525 , 20.5879
2.80625 , 20.5967
2.80725 , 20.6055
2.80825 , 20.6143
2.80925 , 20.623
2.81025 , 20.6318
2.81125 , 20.6405
2.81225 , 20.6492
2.81325 , 20.6578
2.81425 , 20.6665
2.81525 , 20.6751
2.81625 , 20.6837
2.81725 , 20.6922
2.81825 , 20.7008
2.81925 , 20.7093
2.82025 , 20.7178
2.82125 , 20.7263
2.82225 , 20.7347
2.82325 , 20.7432
2.82425 , 20.7516
2.82525 , 20.7599
2.82625 , 20.7683
2.82725 , 20.7766
2.82825 , 20.7849
2.82925 , 20.7932
2.83025 , 20.8015
2.83125 , 20.8097
2.83225 , 20.818
2.83325 , 20.8261
2.83425 , 20.8343
2.83525 , 20.8425
2.83625 , 20.8506
2.83725 , 20.8587
2.83825 , 20.8667
2.83925 , 20.8748
2.84025 , 20.8828
2.84125 , 20.8908
2.84225 , 20.8988
2.84325 , 20.9067
2.84425 , 20.9147
2.84525 , 20.9226
2.84625 , 20.9305
2.84725 , 20.9383
2.84825 , 20.9462
2.84925 , 20.954
2.85025 , 20.9617
2.85125 , 20.9695
2.85225 , 20.9772
2.85325 , 20.985
2.85425 , 20.9926
2.85525 , 21.0003
2.85625 , 21.008
2.85725 , 21.0156
2.85825 , 21.0232
2.85925 , 21.0307
2.86025 , 21.0383
2.86125 , 21.0458
2.86225 , 21.0533
2.86325 , 21.0608
2.86425 , 21.0682
2.86525 , 21.0756
2.86625 , 21.083
2.86725 , 21.0904
2.86825 , 21.0978
2.86925 , 21.1051
2.87025 , 21.1124
2.87125 , 21.1197
2.87225 , 21.1269
2.87325 , 21.1342
2.87425 , 21.1414
2.87525 , 21.1486
2.87625 , 21.1557
2.87725 , 21.1628
2.87825 , 21.17
2.87925 , 21.177
2.88025 , 21.1841
2.88125 , 21.1911
2.88225 , 21.1981
2.88325 , 21.2051
2.88425 , 21.2121
2.88525 , 21.219
2.88625 , 21.226
2.88725 , 21.2328
2.88825 , 21.2397
2.88925 , 21.2466
2.89025 , 21.2534
2.89125 , 21.2602
2.89225 , 21.2669
2.89325 , 21.2737
2.89425 , 21.2804
2.89525 , 21.2871
2.89625 , 21.2938
2.89725 , 21.3004
2.89825 , 21.307
2.89925 , 21.3136
2.90025 , 21.3202
2.90125 , 21.3267
2.90225 , 21.3333
2.90325 , 21.3398
2.90425 , 21.3462
2.90525 , 21.3527
2.90625 , 21.3591
2.90725 , 21.3655
2.90825 , 21.3719
2.90925 , 21.3782
2.91025 , 21.3846
2.91125 , 21.3909
2.91225 , 21.3971
2.91325 , 21.4034
2.91425 , 21.4096
2.91525 , 21.4158
2.91625 , 21.422
2.91725 , 21.4282
2.91825 , 21.4343
2.91925 , 21.4404
2.92025 , 21.4465
2.92125 , 21.4525
2.92225 , 21.4586
2.92325 , 21.4646
2.92425 , 21.4705
2.92525 , 21.4765
2.92625 , 21.4824
2.92725 , 21.4883
2.92825 , 21.4942
2.92925 , 21.5001
2.93025 , 21.5059
2.93125 , 21.5117
2.93225 , 21.5175
2.93325 , 21.5232
2.93425 , 21.529
2.93525 , 21.5347
2.93625 , 21.5404
2.93725 , 21.546
2.93825 , 21.5517
2.93925 , 21.5573
2.94025 , 21.5629
2.94125 , 21.5684
2.94225 , 21.5739
2.94325 , 21.5795
2.94425 , 21.5849
2.94525 , 21.5904
2.94625 , 21.5958
2.94725 , 21.6012
2.94825 , 21.6066
2.94925 , 21.612
2.95025 , 21.6173
2.95125 , 21.6226
2.95225 , 21.6279
2.95325 , 21.6332
2.95425 , 21.6384
2.95525 , 21.6436
2.95625 , 21.6488
2.95725 , 21.654
2.95825 , 21.6591
2.95925 , 21.6642
2.96025 , 21.6693
2.96125 , 21.6744
2.96225 , 21.6794
2.96325 , 21.6844
2.96425 , 21.6894
2.96525 , 21.6943
2.96625 , 21.6993
2.96725 , 21.7042
2.96825 , 21.7091
2.96925 , 21.7139
2.97025 , 21.7188
2.97125 , 21.7236
2.97225 , 21.7284
2.97325 , 21.7331
2.97425 , 21.7378
2.97525 , 21.7426
2.97625 , 21.7472
2.97725 , 21.7519
2.97825 , 21.7565
2.97925 , 21.7611
2.98025 , 21.7657
2.98125 , 21.7703
2.98225 , 21.7748
2.98325 , 21.7793
2.98425 , 21.7838
2.98525 , 21.7883
2.98625 , 21.7927
2.98725 , 21.7971
2.98825 , 21.8015
2.98925 , 21.8058
2.99025 , 21.8102
2.99125 , 21.8145
2.99225 , 21.8188
2.99325 , 21.823
2.99425 , 21.8272
2.99525 , 21.8315
2.99625 , 21.8356
2.99725 , 21.8398
2.99825 , 21.8439
2.99925 , 21.848
3.00025 , 21.8521
3.00125 , 21.8562
3.00225 , 21.8602
3.00325 , 21.8642
3.00425 , 21.8682
3.00525 , 21.8721
3.00625 , 21.876
3.00725 , 21.88
3.00825 , 21.8838
3.00925 , 21.8877
3.01025 , 21.8915
3.01125 , 21.8953
3.01225 , 21.8991
3.01325 , 21.9028
3.01425 , 21.9066
3.01525 , 21.9103
3.01625 , 21.9139
3.01725 , 21.9176
3.01825 , 21.9212
3.01925 , 21.9248
3.02025 , 21.9284
3.02125 , 21.9319
3.02225 , 21.9355
3.02325 , 21.939
3.02425 , 21.9424
3.02525 , 21.9459
3.02625 , 21.9493
3.02725 , 21.9527
3.02825 , 21.9561
3.02925 , 21.9594
3.03025 , 21.9627
3.03125 , 21.966
3.03225 , 21.9693
3.03325 , 21.9726
3.03425 , 21.9758
3.03525 , 21.979
3.03625 , 21.9821
3.03725 , 21.9853
3.03825 , 21.9884
3.03925 , 21.9915
3.04025 , 21.9946
3.04125 , 21.9976
3.04225 , 22.0006
3.04325 , 22.0036
3.04425 , 22.0066
3.04525 , 22.0095
3.04625 , 22.0124
3.04725 , 22.0153
3.04825 , 22.0182
3.04925 , 22.021
3.05025 , 22.0239
3.05125 , 22.0266
3.05225 , 22.0294
3.05325 , 22.0321
3.05425 , 22.0349
3.05525 , 22.0375
3.05625 , 22.0402
3.05725 , 22.0428
3.05825 , 22.0455
3.05925 , 22.048
3.06025 , 22.0506
3.06125 , 22.0531
3.06225 , 22.0556
3.06325 , 22.0581
3.06425 , 22.0606
3.06525 , 22.063
3.06625 , 22.0654
3.06725 , 22.0678
3.06825 , 22.0702
3.06925 , 22.0725
3.07025 , 22.0748
3.07125 , 22.0771
3.07225 , 22.0793
3.07325 , 22.0816
3.07425 , 22.0838
3.07525 , 22.086
3.07625 , 22.0881
3.07725 , 22.0902
3.07825 , 22.0924
3.07925 , 22.0944
3.08025 , 22.0965
3.08125 , 22.0985
3.08225 , 22.1005
3.08325 , 22.1025
3.08425 , 22.1044
3.08525 , 22.1064
3.08625 , 22.1083
3.08725 , 22.1101
3.08825 , 22.112
3.08925 , 22.1138
3.09025 , 22.1156
3.09125 , 22.1174
3.09225 , 22.1191
3.09325 , 22.1209
3.09425 , 22.1226
3.09525 , 22.1242
3.09625 , 22.1259
3.09725 , 22.1275
3.09825 , 22.1291
3.09925 , 22.1307
3.10025 , 22.1322
3.10125 , 22.1337
3.10225 , 22.1352
3.10325 , 22.1367
3.10425 , 22.1381
3.10525 , 22.1396
3.10625 , 22.141
3.10725 , 22.1423
3.10825 , 22.1437
3.10925 , 22.145
3.11025 , 22.1463
3.11125 , 22.1475
3.11225 , 22.1488
3.11325 , 22.15
3.11425 , 22.1512
3.11525 , 22.1524
3.11625 , 22.1535
3.11725 , 22.1546
3.11825 , 22.1557
3.11925 , 22.1568
3.12025 , 22.1578
3.12125 , 22.1588
3.12225 , 22.1598
3.12325 , 22.1608
3.12425 , 22.1617
3.12525 , 22.1626
3.12625 , 22.1635
3.12725 , 22.1644
3.12825 , 22.1652
3.12925 , 22.166
3.13025 , 22.1668
3.13125 , 22.1676
3.13225 , 22.1683
3.13325 , 22.169
3.13425 , 22.1697
3.13525 , 22.1703
3.13625 , 22.171
3.13725 , 22.1716
3.13825 , 22.1722
3.13925 , 22.1727
3.14025 , 22.1733
3.14125 , 22.1738
